run_id,age,gender,sexual_orientation,city_of_living,employment_status,education_level,marital_status,children,migration_status,religious_beliefs,parent_1_education,parent_2_education,hobbies,fav_subjects,hat_subjects,ocean_openness_score,ocean_openness_level,ocean_conscientiousness_score,ocean_conscientiousness_level,ocean_extraversion_score,ocean_extraversion_level,ocean_agreeableness_score,ocean_agreeableness_level,ocean_neuroticism_score,ocean_neuroticism_level,Model,mode,amas_score,maes_score,mseaq_anx,mseaq_se,total_correct,n_observations,confidence,accuracy,confidence_scaled,delta_confidence,math_lover_flg,math_hater_flg
d99b76aef8,27,woman,bisexual,Los Angeles,unemployed,upper secondary,married,2,immigrant,Christianity,master's degree,upper secondary,"classical music, running, cinema, cycling","chemistry, philosophy","biology, literature",34,moderate,50,moderate,73,high,15,low,50,moderate,Mistral Small 4,human,34,29,87,27,12,18,3.9444444444444446,0.6666666666666666,0.5250000000000001,0.1416666666666665,False,False
f6a3961778,22,woman,heterosexual,Chicago,unemployed,vocational diploma,single,0,immigrant,Agnostic,PhD,no formal education,"yoga, football (calcio), board games","chemistry, philosophy","literature, computer science",24,low,63,moderate,79,high,61,moderate,15,low,Mistral Small 4,human,31,33,83,23,13,18,3.8333333333333335,0.7222222222222222,0.4750000000000001,0.2472222222222221,False,False
fb14a25799,18,woman,heterosexual,Washington DC,full-time student,upper secondary,single,0,native-born American,Islam,vocational diploma,vocational diploma,"gardening, reading novels, videogames, cinema","literature, economics","history, maths",16,low,68,high,57,moderate,60,moderate,25,low,Mistral Small 4,human,29,24,82,17,12,18,3.5555555555555554,0.6666666666666666,0.3499999999999999,0.3166666666666667,False,True
40f0cc0cb6,30,woman,heterosexual,Los Angeles,employed full-time,upper secondary,single,0,native-born American,Hinduism,PhD,upper secondary,"volunteering, videogames, hiking, classical music, board games","maths, literature","computer science, physics",58,moderate,9,low,48,moderate,31,low,3,low,Mistral Small 4,human,36,35,77,25,13,18,3.4444444444444446,0.7222222222222222,0.3000000000000001,0.4222222222222221,True,False
1f5acfecfe,35,man,bisexual,Kansas City,employed full-time,vocational diploma,married,1,native-born American,Christianity,bachelor's degree,no formal education,"hiking, board games, cinema, painting, classical music","physics, economics","literature, chemistry",42,moderate,60,moderate,52,moderate,98,high,54,moderate,Mistral Small 4,human,33,37,58,21,13,18,3.888888888888889,0.7222222222222222,0.5,0.2222222222222222,False,False
9fe7be56ce,28,man,heterosexual,Lecce,employed part-time,upper secondary,in a relationship,2,native-born Italian,Christianity,lower secondary,PhD,"classical music, reading novels, cooking","biology, chemistry","computer science, history",11,low,34,moderate,7,low,26,low,25,low,Mistral Small 4,human,32,28,77,22,13,18,3.5,0.7222222222222222,0.325,0.3972222222222222,False,False
4581cb0d7d,29,genderqueer,heterosexual,Milan,employed part-time,upper secondary,in a relationship,1,immigrant,Judaism,master's degree,lower secondary,"photography, travel, painting, volunteering","maths, computer science","biology, history",44,moderate,72,high,41,moderate,86,high,48,moderate,Mistral Small 4,human,34,39,51,35,12,18,3.8333333333333335,0.6666666666666666,0.4750000000000001,0.1916666666666665,True,False
0317b9f408,50,woman,heterosexual,New York,employed full-time,lower secondary,single,1,native-born American,Islam,primary school,bachelor's degree,"volunteering, football (calcio), birdwatching","art, biology","chemistry, history",6,low,25,low,64,moderate,91,high,74,high,Mistral Small 4,human,33,27,89,15,12,18,3.1666666666666665,0.6666666666666666,0.1749999999999999,0.4916666666666667,False,False
2915f9fc1b,19,woman,heterosexual,Rome,full-time student,upper secondary,married,0,native-born Italian,Christianity,PhD,master's degree,"videogames, reading novels, birdwatching, baking","art, philosophy","chemistry, biology",63,moderate,71,high,0,low,79,high,79,high,Mistral Small 4,human,32,27,81,22,13,18,3.9444444444444446,0.7222222222222222,0.5250000000000001,0.197222222222222,False,False
c2394c23d0,23,woman,heterosexual,Chicago,employed full-time,upper secondary,married,2,native-born American,Agnostic,vocational diploma,master's degree,"gardening, painting, volunteering","philosophy, chemistry","physics, maths",69,high,26,low,56,moderate,49,moderate,82,high,Mistral Small 4,human,27,27,73,18,13,18,3.1666666666666665,0.7222222222222222,0.1749999999999999,0.5472222222222223,False,True
618f7f3554,35,woman,heterosexual,Naples,employed full-time,PhD,in a relationship,1,immigrant,Islam,upper secondary,no formal education,"yoga, board games, cycling, cinema, running","economics, computer science","art, history",96,high,14,low,100,high,22,low,38,moderate,Mistral Small 4,human,36,37,42,26,14,18,4.222222222222222,0.7777777777777778,0.65,0.1277777777777777,False,False
40b9e9711b,19,man,heterosexual,New York,part-time student,upper secondary,single,0,native-born American,Christianity,master's degree,vocational diploma,"classical music, photography, videogames","physics, computer science","literature, biology",91,high,28,low,90,high,85,high,50,moderate,Mistral Small 4,human,37,38,75,22,14,18,4.0,0.7777777777777778,0.55,0.2277777777777777,False,False
0d8531f43d,35,man,heterosexual,Milan,employed full-time,bachelor's degree,married,0,native-born Italian,Christianity,vocational diploma,bachelor's degree,"volunteering, knitting","chemistry, art","physics, biology",42,moderate,34,moderate,79,high,70,high,51,moderate,Mistral Small 4,human,31,34,43,28,14,18,3.611111111111111,0.7777777777777778,0.375,0.4027777777777777,False,False
82db0219bd,23,man,heterosexual,Milan,unemployed,lower secondary,single,0,immigrant,Islam,lower secondary,vocational diploma,"cooking, board games, birdwatching, yoga, videogames","computer science, history","biology, maths",60,moderate,8,low,63,moderate,91,high,27,low,Mistral Small 4,human,34,21,87,22,12,18,3.7222222222222223,0.6666666666666666,0.425,0.2416666666666665,False,True
6e9cfdd499,29,woman,heterosexual,Lecce,full-time student,bachelor's degree,in a relationship,0,native-born Italian,Atheist,bachelor's degree,PhD,"videogames, rock climbing, knitting, hiking","computer science, economics","physics, art",42,moderate,7,low,33,moderate,14,low,21,low,Mistral Small 4,human,34,36,64,21,13,18,4.055555555555555,0.7222222222222222,0.575,0.1472222222222222,False,False
3cd92c8fe2,18,man,heterosexual,Bologna,employed part-time,upper secondary,single,0,immigrant,Christianity,master's degree,upper secondary,"board games, football (calcio)","philosophy, physics","economics, biology",20,low,38,moderate,36,moderate,79,high,20,low,Mistral Small 4,human,25,35,85,22,13,18,3.8333333333333335,0.7222222222222222,0.4750000000000001,0.2472222222222221,False,False
da1520b6d9,30,woman,homosexual,Milan,unemployed,lower secondary,in a relationship,0,native-born Italian,Christianity,upper secondary,vocational diploma,"birdwatching, yoga, running, gardening, knitting","maths, biology","art, chemistry",42,moderate,79,high,93,high,89,high,3,low,Mistral Small 4,human,40,36,47,23,12,18,4.0,0.6666666666666666,0.55,0.1166666666666665,True,False
45ca5cfa74,18,man,heterosexual,Washington DC,full-time student,vocational diploma,in a relationship,0,native-born American,Christianity,no formal education,primary school,"travel, videogames","computer science, economics","philosophy, history",71,high,23,low,53,moderate,33,moderate,95,high,Mistral Small 4,human,36,37,82,24,12,18,3.2222222222222223,0.6666666666666666,0.2,0.4666666666666665,False,False
0a242380d1,27,man,bisexual,Naples,self-employed,upper secondary,single,0,native-born Italian,Hinduism,PhD,no formal education,"rock climbing, hiking, reading novels","economics, literature","philosophy, physics",26,low,51,moderate,16,low,43,moderate,75,high,Mistral Small 4,human,39,28,85,28,14,18,4.055555555555555,0.7777777777777778,0.575,0.2027777777777778,False,False
0dcda7e992,30,man,asexual,Naples,employed full-time,primary school,single,0,native-born Italian,Christianity,no formal education,primary school,"hiking, football (calcio), gardening","economics, history","literature, art",19,low,68,high,46,moderate,39,moderate,95,high,Mistral Small 4,human,38,37,85,23,13,18,3.4444444444444446,0.7222222222222222,0.3000000000000001,0.4222222222222221,False,False
bb4e8a81f4,18,woman,bisexual,Kansas City,unemployed,vocational diploma,single,0,native-born American,Christianity,primary school,vocational diploma,"travel, knitting, cinema","literature, computer science","chemistry, physics",33,moderate,98,high,2,low,91,high,24,low,Mistral Small 4,human,34,28,87,22,14,18,3.8333333333333335,0.7777777777777778,0.4750000000000001,0.3027777777777777,False,False
a29b1b9be4,50,transgender,heterosexual,Philadelphia,employed full-time,upper secondary,single,2,native-born American,Christianity,no formal education,PhD,"volunteering, videogames, baking, cinema","literature, history","art, chemistry",42,moderate,58,moderate,34,moderate,47,moderate,2,low,Mistral Small 4,human,36,34,75,22,12,18,3.9444444444444446,0.6666666666666666,0.5250000000000001,0.1416666666666665,False,False
ce53b32827,18,man,asexual,Naples,full-time student,upper secondary,single,0,native-born Italian,Hinduism,upper secondary,vocational diploma,"cycling, volunteering, reading novels, cinema, baking","computer science, literature","biology, economics",46,moderate,36,moderate,37,moderate,41,moderate,86,high,Mistral Small 4,human,31,29,84,21,13,18,3.111111111111111,0.7222222222222222,0.15,0.5722222222222222,False,False
07dcc02140,23,man,asexual,Chicago,self-employed,upper secondary,single,1,native-born American,Christianity,master's degree,no formal education,"photography, volunteering, videogames, baking, yoga","philosophy, physics","chemistry, art",10,low,93,high,6,low,86,high,68,high,Mistral Small 4,human,34,37,81,21,13,18,4.388888888888889,0.7222222222222222,0.7250000000000002,-0.0027777777777779,False,False
ecd9853fd5,23,man,heterosexual,Los Angeles,employed full-time,vocational diploma,in a relationship,0,native-born American,Atheist,bachelor's degree,primary school,"photography, cinema, running, football (calcio)","biology, maths","literature, chemistry",61,moderate,5,low,18,low,85,high,30,low,Mistral Small 4,human,34,36,45,26,13,18,4.222222222222222,0.7222222222222222,0.65,0.0722222222222221,True,False
2d545871e6,24,genderqueer,bisexual,Bologna,employed full-time,upper secondary,in a relationship,0,native-born Italian,Judaism,no formal education,PhD,"baking, running, yoga, gardening","literature, physics","maths, history",67,high,7,low,82,high,95,high,75,high,Mistral Small 4,human,29,36,81,18,12,18,4.055555555555555,0.6666666666666666,0.575,0.0916666666666666,False,True
a875545336,22,non-binary,heterosexual,Bari,full-time student,master's degree,single,1,native-born Italian,Christianity,PhD,vocational diploma,"cycling, travel","art, literature","computer science, chemistry",14,low,30,low,2,low,2,low,2,low,Mistral Small 4,human,31,12,94,13,13,18,3.5555555555555554,0.7222222222222222,0.3499999999999999,0.3722222222222223,False,False
269dd2d022,35,woman,heterosexual,Bologna,employed full-time,upper secondary,married,1,immigrant,Islam,master's degree,PhD,"painting, running, cycling, gardening, cooking","philosophy, literature","maths, history",4,low,21,low,66,moderate,63,moderate,87,high,Mistral Small 4,human,22,16,82,18,11,18,3.4444444444444446,0.6111111111111112,0.3000000000000001,0.311111111111111,False,True
047ab3fa63,30,woman,heterosexual,Naples,employed full-time,master's degree,in a relationship,0,native-born Italian,Hinduism,vocational diploma,no formal education,"photography, cooking, running, travel, baking","art, maths","philosophy, computer science",93,high,21,low,38,moderate,8,low,56,moderate,Mistral Small 4,human,31,35,55,22,11,18,4.111111111111111,0.6111111111111112,0.5999999999999999,0.0111111111111112,True,False
1725674de5,18,woman,heterosexual,Kansas City,part-time student,vocational diploma,single,0,immigrant,Islam,master's degree,primary school,"rock climbing, travel","art, computer science","literature, economics",23,low,1,low,64,moderate,47,moderate,94,high,Mistral Small 4,human,32,21,80,22,12,18,3.611111111111111,0.6666666666666666,0.375,0.2916666666666666,False,False
ec42be32e0,21,transgender,heterosexual,Los Angeles,employed part-time,vocational diploma,single,0,native-born American,Islam,primary school,vocational diploma,"travel, board games, running","physics, maths","literature, computer science",59,moderate,32,low,64,moderate,47,moderate,50,moderate,Mistral Small 4,human,36,41,45,29,12,18,4.0,0.6666666666666666,0.55,0.1166666666666665,True,False
a78920f3f7,18,woman,homosexual,Chicago,full-time student,upper secondary,single,0,native-born American,Islam,no formal education,PhD,"birdwatching, football (calcio), hiking, reading novels","art, economics","chemistry, biology",90,high,75,high,95,high,38,moderate,78,high,Mistral Small 4,human,31,29,88,21,12,18,4.0,0.6666666666666666,0.55,0.1166666666666665,False,False
4da6a0c2a8,50,woman,asexual,Los Angeles,employed part-time,upper secondary,divorced,0,immigrant,Christianity,vocational diploma,master's degree,"cycling, hiking","art, chemistry","maths, biology",6,low,47,moderate,66,moderate,88,high,18,low,Mistral Small 4,human,23,27,85,18,13,18,3.9444444444444446,0.7222222222222222,0.5250000000000001,0.197222222222222,False,True
060981b889,23,man,heterosexual,Philadelphia,employed full-time,upper secondary,in a relationship,0,native-born American,Islam,PhD,vocational diploma,"hiking, knitting","philosophy, physics","economics, maths",65,moderate,100,high,95,high,68,high,51,moderate,Mistral Small 4,human,36,27,79,18,14,18,4.111111111111111,0.7777777777777778,0.5999999999999999,0.1777777777777779,False,True
9f6a40e1d8,19,woman,heterosexual,Milan,full-time student,upper secondary,single,0,native-born Italian,Christianity,primary school,vocational diploma,"travel, knitting, birdwatching","art, chemistry","history, philosophy",24,low,66,moderate,82,high,49,moderate,80,high,Mistral Small 4,human,41,37,80,22,13,18,3.4444444444444446,0.7222222222222222,0.3000000000000001,0.4222222222222221,False,False
9f7063fce8,40,woman,heterosexual,Los Angeles,employed part-time,upper secondary,married,1,native-born American,Agnostic,master's degree,master's degree,"knitting, baking","philosophy, art","biology, physics",1,low,36,moderate,13,low,29,low,17,low,Mistral Small 4,human,29,20,80,21,11,18,3.5,0.6111111111111112,0.325,0.2861111111111111,False,False
7eb8808464,60,man,heterosexual,Rome,part-time student,master's degree,married,1,native-born Italian,Hinduism,PhD,no formal education,"photography, knitting, gardening","biology, computer science","literature, maths",61,moderate,55,moderate,89,high,25,low,52,moderate,Mistral Small 4,human,31,34,81,15,12,18,3.9444444444444446,0.6666666666666666,0.5250000000000001,0.1416666666666665,False,True
f1ab54d1ef,21,agender,heterosexual,Bari,unemployed,bachelor's degree,in a relationship,0,immigrant,Hinduism,lower secondary,bachelor's degree,"football (calcio), reading novels, hiking","literature, art","biology, economics",21,low,100,high,71,high,20,low,60,moderate,Mistral Small 4,human,29,25,80,16,10,18,3.8333333333333335,0.5555555555555556,0.4750000000000001,0.0805555555555554,False,False
8bd4fd4513,23,man,heterosexual,Milan,full-time student,bachelor's degree,single,0,native-born Italian,Hinduism,lower secondary,PhD,"board games, gardening","computer science, art","philosophy, literature",41,moderate,87,high,24,low,22,low,72,high,Mistral Small 4,human,31,38,80,22,14,18,4.0,0.7777777777777778,0.55,0.2277777777777777,False,False
42b680fa82,20,man,homosexual,Chicago,full-time student,bachelor's degree,single,0,native-born American,Christianity,PhD,vocational diploma,"reading novels, birdwatching, board games, rock climbing, gardening","philosophy, chemistry","maths, art",82,high,36,moderate,49,moderate,95,high,71,high,Mistral Small 4,human,29,22,75,18,12,18,3.6666666666666665,0.6666666666666666,0.3999999999999999,0.2666666666666666,False,True
ba2941e200,29,woman,heterosexual,Lecce,unemployed,upper secondary,single,0,immigrant,Agnostic,vocational diploma,lower secondary,"cinema, volunteering","computer science, economics","history, biology",54,moderate,5,low,28,low,12,low,90,high,Mistral Small 4,human,39,33,90,22,11,18,3.388888888888889,0.6111111111111112,0.275,0.3361111111111111,False,False
c26e40fd96,50,man,heterosexual,Bologna,unemployed,vocational diploma,divorced,2,native-born Italian,Christianity,primary school,master's degree,"gardening, classical music, videogames, knitting, board games","chemistry, maths","art, philosophy",5,low,46,moderate,31,low,96,high,74,high,Mistral Small 4,human,34,36,77,24,15,18,3.9444444444444446,0.8333333333333334,0.5250000000000001,0.3083333333333332,True,False
5330328c4d,35,man,heterosexual,Bari,employed full-time,master's degree,divorced,1,native-born Italian,Christianity,PhD,PhD,"cinema, volunteering, hiking, yoga, running","literature, philosophy","economics, biology",24,low,35,moderate,75,high,87,high,91,high,Mistral Small 4,human,29,26,86,25,13,18,4.0,0.7222222222222222,0.55,0.1722222222222221,False,False
18e9390fa3,25,woman,heterosexual,New York,self-employed,bachelor's degree,in a relationship,1,immigrant,Christianity,lower secondary,no formal education,"baking, reading novels","maths, history","literature, biology",88,high,50,moderate,91,high,19,low,31,low,Mistral Small 4,human,36,35,44,29,13,18,3.9444444444444446,0.7222222222222222,0.5250000000000001,0.197222222222222,True,False
9b270a3d67,20,man,heterosexual,Philadelphia,employed part-time,vocational diploma,single,0,native-born American,Christianity,no formal education,no formal education,"yoga, hiking, travel, cooking","biology, physics","philosophy, history",9,low,35,moderate,33,moderate,47,moderate,2,low,Mistral Small 4,human,31,29,65,21,14,18,3.611111111111111,0.7777777777777778,0.375,0.4027777777777777,False,False
31a6ab16b4,25,woman,heterosexual,Lecce,employed full-time,upper secondary,in a relationship,0,native-born Italian,Christianity,upper secondary,primary school,"baking, travel, yoga","economics, literature","history, art",8,low,3,low,57,moderate,44,moderate,28,low,Mistral Small 4,human,39,37,71,24,13,18,4.0,0.7222222222222222,0.55,0.1722222222222221,False,False
ebff4bab3b,19,woman,heterosexual,Bari,unemployed,upper secondary,in a relationship,0,native-born Italian,Christianity,upper secondary,upper secondary,"gardening, birdwatching, hiking, travel, videogames","history, chemistry","physics, economics",18,low,79,high,58,moderate,95,high,64,moderate,Mistral Small 4,human,36,27,86,22,11,18,3.9444444444444446,0.6111111111111112,0.5250000000000001,0.086111111111111,False,False
8e074a1964,20,woman,heterosexual,Philadelphia,full-time student,upper secondary,in a relationship,0,immigrant,Judaism,no formal education,upper secondary,"videogames, reading novels, classical music, knitting","economics, physics","art, biology",89,high,69,high,73,high,28,low,66,moderate,Mistral Small 4,human,36,37,83,22,14,18,4.111111111111111,0.7777777777777778,0.5999999999999999,0.1777777777777779,False,False
25810ddd67,25,woman,heterosexual,Washington DC,unemployed,vocational diploma,single,1,native-born American,Agnostic,lower secondary,no formal education,"gardening, photography, volunteering, videogames","literature, physics","biology, philosophy",12,low,17,low,17,low,62,moderate,28,low,Mistral Small 4,human,39,36,88,22,13,18,3.5555555555555554,0.7222222222222222,0.3499999999999999,0.3722222222222223,False,False
c5e4dfb3e2,40,woman,heterosexual,Rome,employed part-time,upper secondary,married,1,native-born Italian,Judaism,master's degree,vocational diploma,"videogames, football (calcio), knitting, yoga","art, history","physics, economics",8,low,25,low,6,low,96,high,23,low,Mistral Small 4,human,29,27,71,25,12,18,3.888888888888889,0.6666666666666666,0.5,0.1666666666666666,False,False
940d976a78,25,man,heterosexual,Rome,unemployed,upper secondary,in a relationship,0,immigrant,Atheist,upper secondary,lower secondary,"reading novels, baking","art, economics","history, philosophy",23,low,26,low,16,low,62,moderate,28,low,Mistral Small 4,human,31,32,80,21,12,18,3.4444444444444446,0.6666666666666666,0.3000000000000001,0.3666666666666665,False,False
e5744e1bd7,40,man,heterosexual,Naples,employed full-time,bachelor's degree,widowed,1,native-born Italian,Islam,PhD,master's degree,"cinema, knitting, cycling, volunteering","computer science, biology","philosophy, chemistry",95,high,28,low,37,moderate,78,high,36,moderate,Mistral Small 4,human,29,35,82,21,13,18,3.6666666666666665,0.7222222222222222,0.3999999999999999,0.3222222222222222,False,False
ed2466713b,20,man,heterosexual,Philadelphia,employed part-time,upper secondary,single,0,native-born American,Christianity,PhD,PhD,"reading novels, gardening, birdwatching, football (calcio)","physics, literature","computer science, philosophy",87,high,87,high,8,low,72,high,79,high,Mistral Small 4,human,34,42,73,22,13,18,4.0,0.7222222222222222,0.55,0.1722222222222221,False,False
a70893f415,30,man,bisexual,Milan,employed part-time,lower secondary,single,1,native-born Italian,Atheist,lower secondary,no formal education,"yoga, knitting, classical music","history, art","philosophy, chemistry",89,high,48,moderate,80,high,52,moderate,17,low,Mistral Small 4,human,34,31,73,28,10,18,3.3333333333333335,0.5555555555555556,0.2500000000000001,0.3055555555555554,False,False
89a213611c,19,woman,heterosexual,Rome,full-time student,bachelor's degree,in a relationship,0,native-born Italian,Christianity,PhD,bachelor's degree,"knitting, painting, cycling","philosophy, history","maths, chemistry",29,low,42,moderate,98,high,99,high,84,high,Mistral Small 4,human,29,23,75,18,13,18,3.2777777777777777,0.7222222222222222,0.2249999999999999,0.4972222222222222,False,True
7b09492038,50,man,heterosexual,Bari,self-employed,upper secondary,married,1,native-born Italian,Islam,primary school,lower secondary,"cooking, gardening, volunteering, knitting","history, economics","physics, biology",89,high,5,low,96,high,72,high,41,moderate,Mistral Small 4,human,33,29,80,28,14,18,3.7777777777777777,0.7777777777777778,0.4499999999999999,0.3277777777777778,False,False
76277d5272,26,man,asexual,Milan,full-time student,bachelor's degree,single,0,native-born Italian,Hinduism,primary school,primary school,"classical music, hiking, rock climbing, volunteering","computer science, physics","chemistry, economics",43,moderate,33,moderate,57,moderate,23,low,96,high,Mistral Small 4,human,31,37,82,22,14,18,4.0,0.7777777777777778,0.55,0.2277777777777777,False,False
0e62143969,22,man,heterosexual,Chicago,part-time student,master's degree,single,0,native-born American,Atheist,bachelor's degree,primary school,"cinema, travel, yoga","literature, art","philosophy, maths",69,high,77,high,86,high,60,moderate,31,low,Mistral Small 4,human,22,24,79,22,14,18,4.0,0.7777777777777778,0.55,0.2277777777777777,False,True
2a50e6053a,24,man,heterosexual,Rome,full-time student,bachelor's degree,in a relationship,1,native-born Italian,Judaism,bachelor's degree,PhD,"reading novels, hiking, volunteering, photography","computer science, chemistry","economics, physics",69,high,54,moderate,19,low,53,moderate,89,high,Mistral Small 4,human,41,38,78,22,12,18,4.0,0.6666666666666666,0.55,0.1166666666666665,False,False
9bd8dddff3,25,man,heterosexual,Philadelphia,full-time student,bachelor's degree,married,0,native-born American,Islam,bachelor's degree,upper secondary,"running, reading novels, hiking","computer science, maths","history, literature",39,moderate,81,high,17,low,70,high,57,moderate,Mistral Small 4,human,34,37,58,35,14,18,4.111111111111111,0.7777777777777778,0.5999999999999999,0.1777777777777779,True,False
6cbc4413d2,35,man,heterosexual,Milan,employed full-time,upper secondary,in a relationship,0,native-born Italian,Islam,vocational diploma,upper secondary,"rock climbing, travel, running, volunteering, painting","literature, art","maths, economics",36,moderate,63,moderate,68,high,49,moderate,22,low,Mistral Small 4,human,29,28,79,18,13,18,4.0,0.7222222222222222,0.55,0.1722222222222221,False,True
304d9e1d30,27,man,heterosexual,Naples,self-employed,upper secondary,single,0,native-born Italian,Hinduism,bachelor's degree,no formal education,"board games, knitting, videogames, cinema, birdwatching","economics, maths","art, literature",80,high,37,moderate,29,low,73,high,82,high,Mistral Small 4,human,36,31,65,35,14,18,3.9444444444444446,0.7777777777777778,0.5250000000000001,0.2527777777777776,True,False
21ef483590,28,woman,heterosexual,New York,employed full-time,upper secondary,married,2,native-born American,Atheist,no formal education,upper secondary,"gardening, baking, cycling","chemistry, economics","maths, biology",90,high,91,high,88,high,25,low,84,high,Mistral Small 4,human,29,27,91,16,13,18,3.8333333333333335,0.7222222222222222,0.4750000000000001,0.2472222222222221,False,True
f71bdc17ce,30,transgender,heterosexual,Lecce,employed part-time,vocational diploma,divorced,1,native-born Italian,Christianity,PhD,no formal education,"videogames, volunteering","chemistry, physics","maths, philosophy",78,high,14,low,56,moderate,56,moderate,23,low,Mistral Small 4,human,27,27,78,18,12,18,3.5555555555555554,0.6666666666666666,0.3499999999999999,0.3166666666666667,False,True
7fad491fe4,20,woman,heterosexual,Bari,full-time student,bachelor's degree,single,0,immigrant,Islam,primary school,PhD,"gardening, birdwatching, cinema","biology, economics","history, literature",91,high,5,low,5,low,99,high,45,moderate,Mistral Small 4,human,36,29,79,21,13,18,3.611111111111111,0.7222222222222222,0.375,0.3472222222222221,False,False
24e75225bd,60,man,heterosexual,Milan,employed full-time,primary school,married,0,native-born Italian,Islam,lower secondary,master's degree,"football (calcio), painting, board games","literature, history","economics, chemistry",86,high,31,low,14,low,99,high,72,high,Mistral Small 4,human,29,27,85,16,14,18,3.7777777777777777,0.7777777777777778,0.4499999999999999,0.3277777777777778,False,False
99e02b4a1f,35,woman,heterosexual,Lecce,employed full-time,bachelor's degree,married,2,native-born Italian,Christianity,no formal education,upper secondary,"travel, reading novels, board games, hiking","chemistry, literature","economics, history",52,moderate,91,high,49,moderate,60,moderate,64,moderate,Mistral Small 4,human,39,42,59,28,14,18,4.444444444444445,0.7777777777777778,0.7500000000000001,0.0277777777777776,False,False
51c5f3bb00,18,man,homosexual,Naples,full-time student,upper secondary,single,0,native-born Italian,Atheist,vocational diploma,bachelor's degree,"football (calcio), photography","philosophy, physics","maths, economics",51,moderate,70,high,60,moderate,72,high,64,moderate,Mistral Small 4,human,36,36,83,16,12,18,3.8333333333333335,0.6666666666666666,0.4750000000000001,0.1916666666666665,False,True
de4874c708,23,agender,heterosexual,Washington DC,self-employed,master's degree,single,1,native-born American,Buddhism,PhD,no formal education,"travel, knitting, rock climbing, cycling","physics, literature","biology, maths",65,moderate,72,high,54,moderate,25,low,70,high,Mistral Small 4,human,39,30,78,18,13,18,3.9444444444444446,0.7222222222222222,0.5250000000000001,0.197222222222222,False,True
e1efa0aa92,21,man,heterosexual,Philadelphia,full-time student,upper secondary,single,0,native-born American,Christianity,primary school,no formal education,"board games, travel","maths, art","physics, chemistry",89,high,4,low,62,moderate,92,high,30,low,Mistral Small 4,human,36,39,47,29,14,18,3.9444444444444446,0.7777777777777778,0.5250000000000001,0.2527777777777776,True,False
adde6bf7d7,19,woman,heterosexual,Milan,full-time student,upper secondary,single,0,immigrant,Islam,vocational diploma,upper secondary,"baking, board games, yoga","computer science, economics","literature, physics",67,high,69,high,17,low,60,moderate,1,low,Mistral Small 4,human,33,33,74,21,13,18,3.9444444444444446,0.7222222222222222,0.5250000000000001,0.197222222222222,False,False
a2c0edf842,70,woman,heterosexual,Rome,retired,vocational diploma,divorced,1,native-born Italian,Atheist,PhD,vocational diploma,"running, gardening, reading novels","art, history","economics, computer science",79,high,23,low,23,low,25,low,78,high,Mistral Small 4,human,27,12,89,16,13,18,3.1666666666666665,0.7222222222222222,0.1749999999999999,0.5472222222222223,False,False
269be2b82e,19,woman,heterosexual,Los Angeles,employed part-time,upper secondary,single,1,native-born American,Agnostic,no formal education,PhD,"videogames, football (calcio), photography, gardening","literature, biology","physics, history",70,high,21,low,14,low,19,low,79,high,Mistral Small 4,human,33,27,90,22,12,18,2.9444444444444446,0.6666666666666666,0.0750000000000001,0.5916666666666665,False,False
4942522e5d,40,man,heterosexual,Philadelphia,employed full-time,no formal education,in a relationship,1,native-born American,Judaism,master's degree,lower secondary,"reading novels, football (calcio), painting, videogames","economics, art","philosophy, history",15,low,66,moderate,70,high,94,high,38,moderate,Mistral Small 4,human,39,39,76,22,11,18,3.9444444444444446,0.6111111111111112,0.5250000000000001,0.086111111111111,False,False
520e8d08ba,30,man,heterosexual,Philadelphia,employed part-time,bachelor's degree,single,0,native-born American,Atheist,PhD,no formal education,"baking, photography, running, hiking, videogames","history, computer science","biology, physics",26,low,57,moderate,37,moderate,25,low,67,high,Mistral Small 4,human,31,27,85,22,13,18,3.888888888888889,0.7222222222222222,0.5,0.2222222222222222,False,False
0bd7eafed4,50,woman,heterosexual,Bologna,employed full-time,upper secondary,divorced,1,native-born Italian,Islam,upper secondary,vocational diploma,"cycling, board games, volunteering","chemistry, physics","history, economics",12,low,8,low,6,low,63,moderate,55,moderate,Mistral Small 4,human,34,28,87,23,11,18,3.4444444444444446,0.6111111111111112,0.3000000000000001,0.311111111111111,False,False
b3df313329,26,man,homosexual,Lecce,employed part-time,upper secondary,divorced,0,native-born Italian,Christianity,PhD,primary school,"hiking, baking, cycling, running, rock climbing","history, computer science","art, biology",98,high,17,low,67,high,46,moderate,87,high,Mistral Small 4,human,36,33,87,27,11,18,3.8333333333333335,0.6111111111111112,0.4750000000000001,0.136111111111111,False,False
da0c280774,60,man,heterosexual,Naples,employed full-time,upper secondary,married,1,native-born Italian,Islam,no formal education,bachelor's degree,"running, volunteering, baking, cycling","computer science, history","economics, maths",3,low,59,moderate,55,moderate,42,moderate,95,high,Mistral Small 4,human,29,27,90,16,14,18,4.0,0.7777777777777778,0.55,0.2277777777777777,False,True
0ac5bb4ed4,20,woman,homosexual,Lecce,full-time student,bachelor's degree,in a relationship,0,native-born Italian,Judaism,upper secondary,vocational diploma,"knitting, videogames, board games, reading novels, photography","art, maths","history, chemistry",41,moderate,3,low,38,moderate,60,moderate,2,low,Mistral Small 4,human,37,33,51,29,12,18,4.222222222222222,0.6666666666666666,0.65,0.0166666666666666,True,False
