run_id,model_name,mode,age,gender,sexual_orientation,city_of_living,employment_status,education_level,marital_status,children,migration_status,religious_beliefs,parent_1_education,parent_2_education,hobbies,fav_subjects,hat_subjects,ocean_openness_score,ocean_openness_level,ocean_conscientiousness_score,ocean_conscientiousness_level,ocean_extraversion_score,ocean_extraversion_level,ocean_agreeableness_score,ocean_agreeableness_level,ocean_neuroticism_score,ocean_neuroticism_level,amas_score,mseaq_score,anxiety_score,anxiety_level,gender_level
aa17c2b0b2,mistralai/ministral-3-3b,human,20,woman,heterosexual,Bari,full-time student,vocational diploma,in a relationship,0,native-born Italian,Islam,no formal education,bachelor's degree,"gardening, cooking, painting, knitting","physics, computer science","economics, philosophy",40,moderate,38,moderate,96,high,75,high,56,moderate,26.0,39.0,65.0,low_anxiety,female
5cec9c8543,mistralai/ministral-3-3b,human,30,man,heterosexual,Philadelphia,unemployed,upper secondary,in a relationship,2,immigrant,Christianity,lower secondary,bachelor's degree,"travel, cooking, reading novels, photography, videogames","economics, biology","art, physics",45,moderate,57,moderate,67,high,73,high,52,moderate,28.0,57.0,85.0,low_anxiety,male
03662bb313,ministral-3-3b-reasoning-2512,human,60,man,heterosexual,Chicago,unemployed,bachelor's degree,married,1,native-born American,Hinduism,vocational diploma,bachelor's degree,"photography, travel, volunteering","literature, art","computer science, physics",40,moderate,50,moderate,52,moderate,98,high,22,low,31.0,51.0,82.0,low_anxiety,male
f9e37424b6,ministral-3-3b-reasoning-2512,human,21,man,heterosexual,Naples,employed part-time,bachelor's degree,single,0,native-born Italian,Islam,lower secondary,master's degree,"cooking, videogames, travel, reading novels","biology, physics","history, art",18,low,68,high,80,high,25,low,46,moderate,28.0,43.0,71.0,low_anxiety,male
9971057360,mistralai/ministral-3-3b,human,22,woman,heterosexual,Bologna,full-time student,master's degree,single,0,immigrant,Islam,lower secondary,bachelor's degree,"reading novels, gardening, baking, football (calcio), cycling","maths, literature","chemistry, biology",61,moderate,60,moderate,57,moderate,74,high,19,low,27.0,37.0,64.0,low_anxiety,female
c3317bad94,mistralai/ministral-3-3b,human,40,man,heterosexual,Bari,employed full-time,vocational diploma,married,2,native-born Italian,Buddhism,PhD,primary school,"cooking, travel","chemistry, art","history, physics",91,high,49,moderate,80,high,16,low,65,moderate,26.0,69.0,95.0,low_anxiety,male
d7b0af0602,mistralai/ministral-3-3b,human,60,woman,heterosexual,Milan,self-employed,vocational diploma,widowed,1,native-born Italian,Agnostic,bachelor's degree,vocational diploma,"birdwatching, running, classical music, painting, videogames","computer science, economics","biology, art",36,moderate,64,moderate,66,moderate,19,low,8,low,26.0,44.0,70.0,low_anxiety,female
ad8b561122,mistralai/ministral-3-3b,human,60,woman,heterosexual,Rome,employed full-time,bachelor's degree,widowed,2,native-born Italian,Islam,PhD,upper secondary,"volunteering, yoga, board games, baking, birdwatching","physics, history","art, chemistry",57,moderate,83,high,13,low,77,high,53,moderate,27.0,39.0,66.0,low_anxiety,female
4a18dbd433,ministral-3-3b-reasoning-2512,human,21,woman,asexual,Chicago,full-time student,upper secondary,single,0,immigrant,Atheist,bachelor's degree,vocational diploma,"travel, cinema","biology, chemistry","computer science, maths",5,low,7,low,14,low,90,high,47,moderate,28.0,60.0,88.0,low_anxiety,female
8e860ebf46,mistralai/ministral-3-3b,human,35,non-binary,heterosexual,Kansas City,unemployed,no formal education,widowed,0,immigrant,Christianity,vocational diploma,upper secondary,"painting, videogames, baking","art, literature","philosophy, physics",70,high,8,low,56,moderate,62,moderate,64,moderate,31.0,47.0,78.0,low_anxiety,other
0029fa88e9,mistralai/ministral-3-3b,human,30,man,heterosexual,Los Angeles,employed part-time,master's degree,married,0,native-born american,Christianity,bachelor's degree,upper secondary,"hiking, painting, reading novels","physics, biology","philosophy, art",97,high,41,moderate,28,low,68,high,41,moderate,30.0,49.0,79.0,low_anxiety,male
b7cdb7f371,ministral-3-3b-reasoning-2512,human,30,man,heterosexual,Naples,employed full-time,master's degree,married,1,native-born Italian,Hinduism,no formal education,bachelor's degree,"painting, travel, gardening, videogames, cycling","literature, philosophy","computer science, economics",94,high,89,high,16,low,27,low,65,moderate,31.0,48.0,79.0,low_anxiety,male
4b86748b38,ministral-3-3b-reasoning-2512,human,26,woman,heterosexual,Lecce,employed full-time,lower secondary,in a relationship,0,native-born Italian,Atheist,bachelor's degree,no formal education,"baking, photography, running, reading novels","economics, philosophy","physics, art",29,low,83,high,23,low,84,high,75,high,28.0,49.0,77.0,low_anxiety,female
3fa97f92b0,ministral-3-3b-reasoning-2512,human,23,man,heterosexual,Bologna,employed full-time,upper secondary,single,0,native-born Italian,Christianity,upper secondary,lower secondary,"gardening, rock climbing, photography, cycling, birdwatching","computer science, literature","economics, biology",36,moderate,17,low,7,low,3,low,47,moderate,28.0,47.0,75.0,low_anxiety,male
b89208c322,ministral-3-3b-reasoning-2512,human,24,man,heterosexual,Rome,employed full-time,upper secondary,single,0,native-born Italian,Atheist,PhD,lower secondary,"painting, yoga","art, physics","economics, literature",76,high,22,low,20,low,63,moderate,40,moderate,28.0,47.0,75.0,low_anxiety,male
eaa6537bf6,mistralai/ministral-3-3b,human,18,woman,heterosexual,Milan,employed part-time,lower secondary,single,0,native-born Italian,Agnostic,PhD,PhD,"volunteering, birdwatching","literature, chemistry","economics, computer science",34,moderate,29,low,62,moderate,51,moderate,14,low,19.0,73.0,92.0,low_anxiety,female
688eedae85,mistralai/ministral-3-3b,human,28,transgender,heterosexual,Washington DC,unemployed,no formal education,married,0,native-born american,Christianity,PhD,no formal education,"football (calcio), birdwatching, photography, baking, volunteering","economics, physics","philosophy, biology",8,low,94,high,28,low,89,high,95,high,33.0,41.0,74.0,low_anxiety,other
7993eb9d89,mistralai/ministral-3-3b,human,50,man,heterosexual,New York,employed full-time,vocational diploma,married,1,native-born American,Christianity,bachelor's degree,vocational diploma,"photography, cycling","computer science, art","economics, history",26,low,29,low,15,low,89,high,12,low,30.0,35.0,65.0,low_anxiety,male
1242c2ec3a,ministral-3-3b-reasoning-2512,human,24,man,heterosexual,Bologna,employed full-time,upper secondary,in a relationship,0,immigrant,Buddhism,bachelor's degree,upper secondary,"cycling, reading novels, rock climbing, running","biology, art","physics, economics",33,moderate,90,high,36,moderate,88,high,61,moderate,28.0,52.0,80.0,low_anxiety,male
034c855f48,mistralai/ministral-3-3b,human,22,man,heterosexual,Bologna,employed full-time,upper secondary,single,0,immigrant,Islam,bachelor's degree,bachelor's degree,"classical music, baking, photography, running","computer science, art","literature, chemistry",33,moderate,65,moderate,62,moderate,10,low,24,low,29.0,34.0,63.0,low_anxiety,male
aedd0e0a51,ministral-3-3b-reasoning-2512,human,28,woman,heterosexual,Bari,employed part-time,bachelor's degree,single,0,native-born Italian,Agnostic,PhD,master's degree,"reading novels, classical music, travel, hiking","chemistry, computer science","maths, art",75,high,98,high,89,high,60,moderate,30,low,26.0,64.0,90.0,low_anxiety,female
81c1565e39,mistralai/ministral-3-3b,human,21,transgender,asexual,Chicago,employed part-time,lower secondary,married,0,native-born american,Agnostic,PhD,primary school,"photography, football (calcio)","physics, art","computer science, economics",47,moderate,26,low,1,low,97,high,87,high,29.0,59.0,88.0,low_anxiety,other
ec0752bd46,mistralai/ministral-3-3b,human,29,transgender,heterosexual,Bari,self-employed,no formal education,divorced,1,native-born italian,Christianity,PhD,master's degree,"painting, volunteering, hiking, running","biology, philosophy","literature, art",31,low,50,moderate,87,high,94,high,64,moderate,30.0,35.0,65.0,low_anxiety,other
79f103faab,mistralai/ministral-3-3b,human,40,genderqueer,homosexual,Milan,employed full-time,vocational diploma,in a relationship,0,native-born italian,Hinduism,master's degree,lower secondary,"reading novels, photography","art, computer science","literature, maths",50,moderate,59,moderate,74,high,79,high,37,moderate,31.0,51.0,82.0,low_anxiety,other
c3a59d0b10,ministral-3-3b-reasoning-2512,human,27,man,heterosexual,Lecce,employed part-time,lower secondary,married,0,native-born Italian,Christianity,lower secondary,no formal education,"classical music, cinema, running","maths, philosophy","chemistry, economics",9,low,56,moderate,14,low,63,moderate,94,high,31.0,55.0,86.0,low_anxiety,male
df3f41fb48,ministral-3-3b-reasoning-2512,human,30,woman,heterosexual,Bari,employed full-time,upper secondary,married,1,native-born Italian,Hinduism,PhD,bachelor's degree,"cooking, knitting, videogames, rock climbing","history, economics","philosophy, computer science",41,moderate,40,moderate,17,low,53,moderate,46,moderate,28.0,48.0,76.0,low_anxiety,female
8664ddae82,ministral-3-3b-reasoning-2512,human,18,woman,heterosexual,Chicago,full-time student,upper secondary,single,0,native-born American,Hinduism,lower secondary,master's degree,"hiking, baking, travel","physics, history","computer science, art",69,high,57,moderate,38,moderate,55,moderate,75,high,29.0,52.0,81.0,low_anxiety,female
94c99bd2d1,ministral-3-3b-reasoning-2512,human,40,woman,asexual,Los Angeles,employed part-time,bachelor's degree,divorced,1,native-born American,Islam,primary school,vocational diploma,"videogames, running, cinema, hiking","biology, economics","physics, maths",75,high,96,high,75,high,35,moderate,29,low,30.0,47.0,77.0,low_anxiety,female
e1aafe5350,mistralai/ministral-3-3b,human,50,transgender,homosexual,Philadelphia,self-employed,primary school,widowed,0,native-born american,Christianity,no formal education,lower secondary,"painting, board games, cooking, baking, travel","literature, maths","philosophy, physics",71,high,79,high,51,moderate,76,high,31,low,30.0,39.0,69.0,low_anxiety,other
5ff3581a4f,ministral-3-3b-reasoning-2512,human,27,man,heterosexual,Bari,employed full-time,master's degree,single,2,native-born Italian,Hinduism,vocational diploma,no formal education,"running, cinema, videogames","economics, physics","computer science, art",76,high,76,high,55,moderate,36,moderate,6,low,28.0,46.0,74.0,low_anxiety,male
dd3431b5f4,mistralai/ministral-3-3b,human,50,man,heterosexual,Kansas City,employed full-time,upper secondary,in a relationship,0,native-born American,Atheist,master's degree,no formal education,"volunteering, reading novels","maths, philosophy","chemistry, art",73,high,93,high,73,high,95,high,29,low,30.0,49.0,79.0,low_anxiety,male
8f8fbc8c58,mistralai/ministral-3-3b,human,18,man,homosexual,Los Angeles,unemployed,upper secondary,single,0,native-born American,Islam,lower secondary,primary school,"cycling, painting, rock climbing, running","philosophy, literature","maths, chemistry",16,low,81,high,47,moderate,15,low,21,low,30.0,42.0,72.0,low_anxiety,male
63cace86ff,ministral-3-3b-reasoning-2512,human,27,man,heterosexual,Chicago,employed full-time,lower secondary,in a relationship,2,native-born American,Christianity,bachelor's degree,no formal education,"rock climbing, photography","biology, literature","chemistry, art",95,high,46,moderate,94,high,47,moderate,74,high,28.0,64.0,92.0,low_anxiety,male
13e2c547a7,ministral-3-3b-reasoning-2512,human,19,man,asexual,Bologna,full-time student,upper secondary,single,0,native-born Italian,Christianity,primary school,upper secondary,"baking, cooking, rock climbing","computer science, economics","literature, art",63,moderate,29,low,48,moderate,21,low,58,moderate,28.0,62.0,90.0,low_anxiety,male
b386c1ef0b,mistralai/ministral-3-3b,human,22,man,heterosexual,Washington DC,full-time student,bachelor's degree,single,0,native-born American,Atheist,no formal education,bachelor's degree,"cycling, gardening","art, physics","maths, philosophy",98,high,1,low,22,low,37,moderate,43,moderate,29.0,67.0,96.0,low_anxiety,male
1a0910190c,mistralai/ministral-3-3b,human,23,woman,heterosexual,New York,employed part-time,master's degree,single,0,native-born American,Hinduism,master's degree,master's degree,"volunteering, baking, travel, board games, rock climbing","literature, computer science","biology, history",41,moderate,29,low,36,moderate,99,high,36,moderate,26.0,67.0,93.0,low_anxiety,female
480de7abd0,mistralai/ministral-3-3b,human,23,woman,heterosexual,Bari,self-employed,master's degree,in a relationship,0,immigrant,Judaism,no formal education,no formal education,"yoga, birdwatching, photography, baking","chemistry, philosophy","biology, computer science",12,low,75,high,21,low,80,high,53,moderate,29.0,51.0,80.0,low_anxiety,female
a12dfa23b8,mistralai/ministral-3-3b,human,18,man,homosexual,Kansas City,employed full-time,lower secondary,single,0,native-born American,Buddhism,bachelor's degree,vocational diploma,"football (calcio), rock climbing, birdwatching, hiking","philosophy, literature","computer science, chemistry",58,moderate,65,moderate,6,low,42,moderate,10,low,27.0,48.0,75.0,low_anxiety,male
f4d99c9092,ministral-3-3b-reasoning-2512,human,23,woman,heterosexual,Rome,employed full-time,bachelor's degree,single,0,native-born Italian,Islam,primary school,PhD,"travel, volunteering, running","philosophy, history","maths, chemistry",9,low,74,high,52,moderate,79,high,99,high,28.0,45.0,73.0,low_anxiety,female
d0933a827e,mistralai/ministral-3-3b,human,40,man,bisexual,Bologna,unemployed,vocational diploma,single,0,native-born italian,Atheist,master's degree,vocational diploma,"cooking, volunteering, football (calcio), baking, classical music","philosophy, physics","chemistry, history",73,high,100,high,34,moderate,70,high,49,moderate,31.0,36.0,67.0,low_anxiety,male
4966d10ad5,ministral-3-3b-reasoning-2512,human,21,man,heterosexual,Bologna,full-time student,bachelor's degree,single,0,immigrant,Hinduism,no formal education,primary school,"cycling, board games, cinema, baking, reading novels","literature, computer science","art, maths",47,moderate,15,low,37,moderate,48,moderate,16,low,27.0,61.0,88.0,low_anxiety,male
98ade8da9a,ministral-3-3b-reasoning-2512,human,60,woman,homosexual,Rome,employed full-time,upper secondary,married,2,native-born Italian,Islam,vocational diploma,master's degree,"reading novels, hiking, baking","literature, biology","computer science, maths",84,high,92,high,86,high,90,high,44,moderate,28.0,48.0,76.0,low_anxiety,female
dabad9dbdd,mistralai/ministral-3-3b,human,40,man,heterosexual,Los Angeles,self-employed,master's degree,in a relationship,1,native-born american,Atheist,PhD,PhD,"videogames, rock climbing, football (calcio)","economics, physics","maths, biology",2,low,46,moderate,34,moderate,63,moderate,35,moderate,30.0,41.0,71.0,low_anxiety,male
d4bce771b8,mistralai/ministral-3-3b,human,24,woman,heterosexual,Bari,employed full-time,vocational diploma,in a relationship,0,native-born Italian,Buddhism,upper secondary,no formal education,"hiking, running, cycling","chemistry, art","literature, history",85,high,75,high,39,moderate,92,high,29,low,27.0,40.0,67.0,low_anxiety,female
6a6fe6819f,ministral-3-3b-reasoning-2512,human,25,man,heterosexual,Bari,full-time student,master's degree,married,1,native-born Italian,Buddhism,PhD,upper secondary,"volunteering, cinema, rock climbing","biology, economics","computer science, chemistry",78,high,95,high,25,low,79,high,37,moderate,28.0,48.0,76.0,low_anxiety,male
22546ce00f,mistralai/ministral-3-3b,human,40,transgender,heterosexual,Los Angeles,unemployed,bachelor's degree,widowed,0,immigrant,Christianity,no formal education,primary school,"running, painting, birdwatching, board games","literature, economics","philosophy, art",68,high,77,high,52,moderate,17,low,72,high,33.0,35.0,68.0,low_anxiety,other
6daad4a742,mistralai/ministral-3-3b,human,29,agender,asexual,Naples,self-employed,bachelor's degree,single,2,native-born italian,Islam,lower secondary,vocational diploma,"photography, baking, hiking, yoga","philosophy, literature","history, biology",55,moderate,21,low,98,high,29,low,60,moderate,26.0,41.0,67.0,low_anxiety,other
91252a1219,ministral-3-3b-reasoning-2512,human,21,woman,heterosexual,New York,employed part-time,upper secondary,in a relationship,0,native-born American,Atheist,PhD,bachelor's degree,"painting, videogames, birdwatching","computer science, literature","chemistry, art",71,high,8,low,62,moderate,16,low,5,low,28.0,45.0,73.0,low_anxiety,female
3d431aeb52,ministral-3-3b-reasoning-2512,human,18,man,homosexual,Lecce,employed part-time,lower secondary,single,0,native-born Italian,Hinduism,primary school,primary school,"rock climbing, running, travel, baking, photography","history, art","physics, chemistry",25,low,79,high,86,high,11,low,77,high,28.0,47.0,75.0,low_anxiety,male
6e3799f5d6,mistralai/ministral-3-3b,human,23,woman,asexual,Philadelphia,employed part-time,bachelor's degree,single,1,native-born american,Islam,no formal education,master's degree,"running, volunteering, yoga, knitting, photography","philosophy, literature","history, physics",77,high,77,high,50,moderate,94,high,48,moderate,26.0,45.0,71.0,low_anxiety,female
f6edebb6c1,mistralai/ministral-3-3b,human,22,man,bisexual,Lecce,employed full-time,master's degree,in a relationship,0,native-born Italian,Islam,master's degree,PhD,"reading novels, volunteering, birdwatching, rock climbing, baking","maths, chemistry","biology, art",82,high,67,high,40,moderate,38,moderate,70,high,31.0,48.0,79.0,low_anxiety,male
04d864e7aa,ministral-3-3b-reasoning-2512,human,25,man,heterosexual,New York,employed part-time,upper secondary,single,0,native-born American,Atheist,upper secondary,PhD,"travel, football (calcio), yoga, rock climbing, cinema","art, computer science","economics, maths",68,high,7,low,27,low,82,high,17,low,28.0,56.0,84.0,low_anxiety,male
1a46ba7512,ministral-3-3b-reasoning-2512,human,20,woman,heterosexual,Chicago,unemployed,bachelor's degree,single,0,native-born American,Christianity,vocational diploma,PhD,"classical music, videogames","art, history","computer science, maths",3,low,27,low,18,low,5,low,2,low,28.0,56.0,84.0,low_anxiety,female
f90d86565a,mistralai/ministral-3-3b,human,27,woman,homosexual,Naples,employed full-time,primary school,in a relationship,0,native-born Italian,Islam,vocational diploma,vocational diploma,"football (calcio), hiking, yoga, rock climbing","art, philosophy","economics, biology",25,low,59,moderate,1,low,77,high,16,low,20.0,62.0,82.0,low_anxiety,female
c52fcc9bf2,mistralai/ministral-3-3b,human,25,transgender,bisexual,Chicago,self-employed,upper secondary,divorced,0,native-born american,Buddhism,master's degree,upper secondary,"birdwatching, classical music, baking, knitting, cycling","chemistry, art","history, computer science",100,high,39,moderate,45,moderate,2,low,64,moderate,29.0,48.0,77.0,low_anxiety,other
09c93d9b2a,mistralai/ministral-3-3b,human,21,man,heterosexual,Milan,full-time student,upper secondary,in a relationship,0,native-born Italian,Islam,master's degree,upper secondary,"baking, reading novels, cooking","biology, philosophy","chemistry, economics",45,moderate,49,moderate,18,low,80,high,94,high,25.0,65.0,90.0,low_anxiety,male
e1bb59c03b,mistralai/ministral-3-3b,human,50,woman,heterosexual,Bologna,employed full-time,master's degree,married,2,native-born Italian,Agnostic,bachelor's degree,bachelor's degree,"cooking, reading novels, gardening","physics, maths","art, literature",83,high,0,low,89,high,54,moderate,57,moderate,26.0,55.0,81.0,low_anxiety,female
ececafbf13,mistralai/ministral-3-3b,human,19,man,heterosexual,Milan,full-time student,upper secondary,married,0,native-born Italian,Christianity,lower secondary,no formal education,"knitting, cinema, baking, birdwatching, rock climbing","physics, computer science","philosophy, maths",49,moderate,53,moderate,83,high,58,moderate,35,moderate,31.0,39.0,70.0,low_anxiety,male
e0862f8ce1,mistralai/ministral-3-3b,human,28,woman,heterosexual,Bari,employed part-time,bachelor's degree,married,0,native-born italian,Islam,primary school,master's degree,"photography, cycling, reading novels","computer science, history","economics, physics",86,high,0,low,33,moderate,36,moderate,21,low,26.0,47.0,73.0,low_anxiety,female
802c402d9d,mistralai/ministral-3-3b,human,18,man,heterosexual,Milan,employed part-time,lower secondary,single,0,native-born Italian,Islam,lower secondary,vocational diploma,"birdwatching, videogames, cinema, running","philosophy, computer science","chemistry, literature",98,high,98,high,46,moderate,80,high,83,high,29.0,58.0,87.0,low_anxiety,male
bfbe3480e9,mistralai/ministral-3-3b,human,50,man,bisexual,Bari,employed part-time,master's degree,married,0,native-born italian,Islam,vocational diploma,upper secondary,"cycling, travel, board games, videogames","physics, literature","philosophy, economics",85,high,18,low,54,moderate,0,low,28,low,26.0,43.0,69.0,low_anxiety,male
ee859b9970,mistralai/ministral-3-3b,human,70,non-binary,heterosexual,Rome,employed part-time,master's degree,divorced,0,immigrant,Islam,PhD,bachelor's degree,"reading novels, cycling, cooking","philosophy, literature","economics, physics",43,moderate,26,low,79,high,17,low,37,moderate,26.0,38.0,64.0,low_anxiety,other
1560273b81,mistralai/ministral-3-3b,human,50,man,homosexual,Naples,employed part-time,upper secondary,married,1,native-born Italian,Islam,PhD,lower secondary,"yoga, volunteering","history, art","economics, computer science",1,low,17,low,60,moderate,41,moderate,14,low,27.0,53.0,80.0,low_anxiety,male
e813990f01,mistralai/ministral-3-3b,human,30,woman,asexual,Kansas City,employed full-time,bachelor's degree,single,0,native-born American,Islam,master's degree,bachelor's degree,"videogames, board games, painting, football (calcio), birdwatching","biology, chemistry","art, maths",91,high,9,low,7,low,88,high,73,high,26.0,48.0,74.0,low_anxiety,female
9838615c88,ministral-3-3b-reasoning-2512,human,20,man,heterosexual,Los Angeles,full-time student,upper secondary,single,0,immigrant,Islam,no formal education,bachelor's degree,"volunteering, cooking, hiking","literature, economics","history, art",57,moderate,43,moderate,23,low,24,low,37,moderate,28.0,50.0,78.0,low_anxiety,male
e4bd639338,ministral-3-3b-reasoning-2512,human,30,woman,heterosexual,Philadelphia,employed full-time,vocational diploma,in a relationship,2,native-born American,Christianity,master's degree,no formal education,"gardening, photography, yoga, rock climbing, painting","art, history","physics, philosophy",9,low,39,moderate,90,high,84,high,69,high,28.0,51.0,79.0,low_anxiety,female
e1c1f50d15,ministral-3-3b-reasoning-2512,human,27,man,bisexual,Los Angeles,employed full-time,lower secondary,married,2,native-born American,Hinduism,vocational diploma,upper secondary,"painting, cinema, reading novels, football (calcio)","history, art","physics, literature",40,moderate,75,high,76,high,18,low,87,high,31.0,42.0,73.0,low_anxiety,male
158ca8e5d7,ministral-3-3b-reasoning-2512,human,30,woman,asexual,Los Angeles,employed part-time,upper secondary,in a relationship,0,native-born American,Christianity,master's degree,master's degree,"running, football (calcio), rock climbing, knitting","physics, economics","chemistry, computer science",7,low,65,moderate,87,high,70,high,49,moderate,28.0,49.0,77.0,low_anxiety,female
344af72d93,ministral-3-3b-reasoning-2512,human,19,man,heterosexual,Chicago,full-time student,upper secondary,single,0,native-born American,Atheist,bachelor's degree,PhD,"classical music, running, knitting, gardening","philosophy, computer science","physics, history",85,high,89,high,41,moderate,43,moderate,56,moderate,28.0,52.0,80.0,low_anxiety,male
30662e3993,ministral-3-3b-reasoning-2512,human,50,man,heterosexual,Bologna,self-employed,upper secondary,married,2,native-born Italian,Islam,no formal education,lower secondary,"classical music, football (calcio)","literature, art","computer science, economics",97,high,11,low,79,high,62,moderate,1,low,31.0,50.0,81.0,low_anxiety,male
24c71516d7,ministral-3-3b-reasoning-2512,human,25,man,asexual,Bari,self-employed,vocational diploma,in a relationship,0,native-born Italian,Buddhism,primary school,no formal education,"reading novels, running, photography","economics, art","biology, computer science",14,low,45,moderate,53,moderate,14,low,24,low,31.0,62.0,93.0,low_anxiety,male
0659ea2673,ministral-3-3b-reasoning-2512,human,40,man,heterosexual,Philadelphia,employed full-time,bachelor's degree,married,0,native-born American,Islam,bachelor's degree,upper secondary,"photography, classical music, gardening, volunteering","history, computer science","art, philosophy",91,high,15,low,56,moderate,4,low,62,moderate,31.0,49.0,80.0,low_anxiety,male
3f04be7d74,ministral-3-3b-reasoning-2512,human,22,woman,heterosexual,Washington DC,employed full-time,master's degree,in a relationship,1,native-born American,Christianity,upper secondary,primary school,"yoga, classical music, knitting","maths, economics","computer science, history",7,low,45,moderate,91,high,67,high,56,moderate,28.0,41.0,69.0,low_anxiety,female
79cf73b275,ministral-3-3b-reasoning-2512,human,23,man,heterosexual,Los Angeles,employed full-time,bachelor's degree,single,1,native-born American,Buddhism,primary school,PhD,"videogames, rock climbing, knitting, birdwatching, hiking","computer science, economics","chemistry, philosophy",9,low,49,moderate,58,moderate,55,moderate,50,moderate,28.0,60.0,88.0,low_anxiety,male
b8bea6179d,mistralai/ministral-3-3b,human,24,woman,homosexual,Los Angeles,self-employed,vocational diploma,married,0,native-born american,Buddhism,no formal education,no formal education,"photography, board games, running, yoga","philosophy, maths","chemistry, physics",68,high,37,moderate,85,high,3,low,64,moderate,29.0,36.0,65.0,low_anxiety,female
efaff62e9b,mistralai/ministral-3-3b,human,30,man,heterosexual,Rome,self-employed,master's degree,single,0,immigrant,Islam,master's degree,lower secondary,"board games, gardening, baking, birdwatching, knitting","computer science, literature","art, biology",3,low,29,low,49,moderate,100,high,56,moderate,26.0,70.0,96.0,low_anxiety,male
1a82833f14,mistralai/ministral-3-3b,human,28,transgender,heterosexual,Philadelphia,employed part-time,upper secondary,in a relationship,0,native-born american,Hinduism,master's degree,master's degree,"classical music, reading novels, cinema, videogames, birdwatching","biology, art","computer science, maths",2,low,73,high,26,low,56,moderate,91,high,31.0,41.0,72.0,low_anxiety,other
6fd1af3c00,ministral-3-3b-reasoning-2512,human,21,man,asexual,Los Angeles,full-time student,upper secondary,single,0,immigrant,Christianity,upper secondary,upper secondary,"cooking, reading novels","history, literature","economics, computer science",87,high,25,low,8,low,23,low,73,high,28.0,45.0,73.0,low_anxiety,male
93b6fdddfb,ministral-3-3b-reasoning-2512,human,30,woman,asexual,Philadelphia,employed part-time,lower secondary,married,2,native-born American,Christianity,master's degree,bachelor's degree,"classical music, football (calcio), cooking, hiking","biology, philosophy","art, literature",64,moderate,96,high,70,high,77,high,40,moderate,28.0,50.0,78.0,low_anxiety,female
90ace5c468,ministral-3-3b-reasoning-2512,human,27,man,asexual,Lecce,employed full-time,upper secondary,in a relationship,0,native-born Italian,Christianity,upper secondary,bachelor's degree,"football (calcio), cycling","history, computer science","maths, economics",82,high,62,moderate,33,moderate,84,high,57,moderate,28.0,63.0,91.0,low_anxiety,male
550f1a944f,ministral-3-3b-reasoning-2512,human,30,man,heterosexual,Bari,self-employed,vocational diploma,married,1,native-born Italian,Atheist,upper secondary,vocational diploma,"board games, painting, baking","chemistry, computer science","maths, biology",91,high,91,high,61,moderate,51,moderate,17,low,25.0,51.0,76.0,low_anxiety,male
f772add1e5,mistralai/ministral-3-3b,human,18,man,asexual,Chicago,unemployed,upper secondary,single,0,native-born American,Hinduism,lower secondary,no formal education,"classical music, running, cycling, rock climbing, volunteering","philosophy, physics","art, literature",32,low,54,moderate,73,high,74,high,22,low,30.0,58.0,88.0,low_anxiety,male
fc05d7323d,ministral-3-3b-reasoning-2512,human,18,woman,heterosexual,Kansas City,unemployed,upper secondary,single,0,native-born American,Islam,primary school,primary school,"cooking, running, painting","art, chemistry","physics, biology",74,high,74,high,45,moderate,38,moderate,59,moderate,28.0,47.0,75.0,low_anxiety,female
3b0d25ec2f,mistralai/ministral-3-3b,human,19,man,heterosexual,Los Angeles,full-time student,upper secondary,single,0,immigrant,Atheist,vocational diploma,PhD,"cycling, baking, reading novels, rock climbing","economics, computer science","literature, chemistry",6,low,93,high,12,low,6,low,38,moderate,27.0,38.0,65.0,low_anxiety,male
c14536b330,mistralai/ministral-3-3b,human,25,transgender,bisexual,Naples,unemployed,lower secondary,in a relationship,0,immigrant,Islam,no formal education,bachelor's degree,"birdwatching, gardening, knitting, board games","physics, computer science","art, philosophy",63,moderate,13,low,89,high,89,high,40,moderate,26.0,39.0,65.0,low_anxiety,other
88009ef32a,mistralai/ministral-3-3b,human,18,man,heterosexual,Washington DC,employed part-time,lower secondary,single,0,native-born American,Islam,bachelor's degree,bachelor's degree,"cinema, running, yoga, football (calcio), photography","chemistry, history","philosophy, art",33,moderate,27,low,9,low,19,low,56,moderate,31.0,65.0,96.0,low_anxiety,male
7967defc5d,ministral-3-3b-reasoning-2512,human,30,man,bisexual,Washington DC,self-employed,bachelor's degree,in a relationship,0,native-born American,Islam,primary school,master's degree,"painting, rock climbing, gardening, birdwatching","biology, history","computer science, chemistry",90,high,34,moderate,46,moderate,17,low,71,high,31.0,47.0,78.0,low_anxiety,male
8ffe39dae7,ministral-3-3b-reasoning-2512,human,21,man,heterosexual,Los Angeles,full-time student,bachelor's degree,single,0,native-born American,Islam,lower secondary,no formal education,"running, yoga, cinema, board games, cycling","computer science, philosophy","economics, physics",56,moderate,92,high,69,high,47,moderate,97,high,28.0,63.0,91.0,low_anxiety,male
35c60172ad,mistralai/ministral-3-3b,human,70,woman,heterosexual,Bari,retired,vocational diploma,in a relationship,0,native-born Italian,Islam,PhD,master's degree,"birdwatching, cinema, photography, volunteering, yoga","literature, maths","economics, computer science",41,moderate,86,high,14,low,80,high,3,low,26.0,40.0,66.0,low_anxiety,female
