run_id,model_name,mode,age,gender,sexual_orientation,city_of_living,employment_status,education_level,marital_status,children,migration_status,religious_beliefs,parent_1_education,parent_2_education,hobbies,fav_subjects,hat_subjects,ocean_openness_score,ocean_openness_level,ocean_conscientiousness_score,ocean_conscientiousness_level,ocean_extraversion_score,ocean_extraversion_level,ocean_agreeableness_score,ocean_agreeableness_level,ocean_neuroticism_score,ocean_neuroticism_level
ef8d66212a,mistralai/ministral-3-3b,human,23,transgender,bisexual,New York,unemployed,upper secondary,married,1,native-born american,Christianity,bachelor's degree,PhD,"baking, volunteering, rock climbing, classical music","history, computer science","biology, physics",30,low,91,high,93,high,84,high,27,low
144ec0e1f5,mistralai/ministral-3-3b,human,50,transgender,heterosexual,Naples,self-employed,PhD,in a relationship,0,native-born italian,Agnostic,lower secondary,lower secondary,"cinema, baking, classical music, videogames, rock climbing","chemistry, maths","physics, art",100,high,6,low,22,low,15,low,60,moderate
be9afa5ad6,mistralai/ministral-3-3b,human,19,woman,asexual,Kansas City,employed part-time,bachelor's degree,married,0,native-born American,Judaism,vocational diploma,master's degree,"yoga, baking","maths, economics","history, chemistry",4,low,40,moderate,96,high,69,high,4,low
d1eb2b2965,mistralai/ministral-3-3b,human,40,man,heterosexual,Washington DC,employed full-time,master's degree,married,2,native-born American,Christianity,primary school,upper secondary,"running, rock climbing, knitting, gardening, photography","maths, philosophy","art, chemistry",58,moderate,27,low,15,low,91,high,64,moderate
b90258c832,ministral-3-3b-reasoning-2512,human,19,woman,asexual,Lecce,full-time student,vocational diploma,single,0,immigrant,Atheist,upper secondary,no formal education,"hiking, gardening","biology, literature","computer science, history",51,moderate,21,low,15,low,84,high,59,moderate
813874b5ec,ministral-3-3b-reasoning-2512,human,20,man,asexual,Rome,employed part-time,bachelor's degree,single,0,native-born Italian,Christianity,upper secondary,lower secondary,"yoga, volunteering, photography, travel","history, biology","chemistry, computer science",72,high,28,low,81,high,41,moderate,72,high
123add61ce,mistralai/ministral-3-3b,human,19,man,asexual,Washington DC,full-time student,bachelor's degree,single,0,native-born American,Agnostic,primary school,primary school,"videogames, hiking, cinema, photography, rock climbing","computer science, literature","economics, philosophy",89,high,86,high,38,moderate,82,high,56,moderate
e1f37a3025,ministral-3-3b-reasoning-2512,human,21,woman,bisexual,Washington DC,full-time student,upper secondary,in a relationship,0,native-born American,Judaism,upper secondary,PhD,"baking, cycling, yoga, volunteering","chemistry, economics","philosophy, art",21,low,58,moderate,56,moderate,0,low,93,high
5208afcbcf,mistralai/ministral-3-3b,human,29,man,bisexual,Chicago,employed part-time,PhD,single,0,native-born American,Christianity,primary school,vocational diploma,"travel, hiking, reading novels, cinema","art, chemistry","physics, literature",49,moderate,77,high,1,low,44,moderate,34,moderate
32b11bb998,mistralai/ministral-3-3b,human,18,woman,heterosexual,Kansas City,part-time student,lower secondary,single,1,native-born American,Christianity,master's degree,master's degree,"knitting, board games, rock climbing, baking","history, art","chemistry, literature",91,high,29,low,37,moderate,29,low,93,high
04419147e5,ministral-3-3b-reasoning-2512,human,30,woman,asexual,Milan,employed full-time,bachelor's degree,single,0,immigrant,Islam,primary school,vocational diploma,"classical music, cooking","art, literature","biology, maths",98,high,57,moderate,89,high,5,low,51,moderate
1985263980,mistralai/ministral-3-3b,human,24,transgender,homosexual,Naples,self-employed,bachelor's degree,in a relationship,2,native-born italian,Hinduism,primary school,primary school,"rock climbing, board games, yoga, cooking, classical music","history, economics","physics, chemistry",83,high,3,low,12,low,58,moderate,86,high
49ca90d3f8,mistralai/ministral-3-3b,human,28,man,heterosexual,Kansas City,full-time student,master's degree,single,0,native-born American,Hinduism,vocational diploma,no formal education,"baking, football (calcio), cycling","physics, history","biology, maths",32,low,36,moderate,66,moderate,16,low,2,low
c2ad045429,mistralai/ministral-3-3b,human,19,woman,heterosexual,Lecce,full-time student,upper secondary,single,0,native-born Italian,Agnostic,lower secondary,primary school,"cycling, running, cooking, birdwatching, reading novels","maths, literature","economics, computer science",71,high,41,moderate,29,low,55,moderate,76,high
e769a4d618,mistralai/ministral-3-3b,human,70,agender,bisexual,Kansas City,employed part-time,lower secondary,in a relationship,0,immigrant,Christianity,upper secondary,upper secondary,"reading novels, baking","chemistry, literature","biology, history",66,moderate,52,moderate,92,high,98,high,83,high
ba5ccfc781,mistralai/ministral-3-3b,human,50,woman,heterosexual,Washington DC,employed full-time,bachelor's degree,in a relationship,0,native-born American,Christianity,no formal education,no formal education,"cooking, cycling, board games, classical music","physics, literature","chemistry, philosophy",5,low,24,low,76,high,99,high,22,low
058bfd929c,mistralai/ministral-3-3b,human,24,woman,homosexual,Kansas City,employed full-time,master's degree,in a relationship,2,native-born american,Agnostic,lower secondary,vocational diploma,"board games, yoga, cycling, birdwatching","literature, biology","philosophy, physics",70,high,18,low,85,high,62,moderate,42,moderate
df2874efca,mistralai/ministral-3-3b,human,21,man,heterosexual,Rome,full-time student,vocational diploma,in a relationship,0,native-born Italian,Atheist,upper secondary,lower secondary,"knitting, classical music, cooking, travel","biology, literature","economics, history",77,high,22,low,95,high,87,high,97,high
c12ca40774,ministral-3-3b-reasoning-2512,human,40,woman,heterosexual,Kansas City,employed full-time,upper secondary,in a relationship,0,immigrant,Buddhism,bachelor's degree,upper secondary,"travel, baking, videogames, football (calcio)","maths, computer science","literature, art",100,high,70,high,2,low,29,low,17,low
cd33c26edc,ministral-3-3b-reasoning-2512,human,50,man,heterosexual,Naples,employed part-time,bachelor's degree,single,1,native-born Italian,Islam,vocational diploma,bachelor's degree,"volunteering, reading novels, hiking, cycling","literature, philosophy","biology, computer science",38,moderate,36,moderate,3,low,69,high,38,moderate
5b7c8794da,ministral-3-3b-reasoning-2512,human,24,man,asexual,Bari,self-employed,bachelor's degree,in a relationship,0,native-born Italian,Atheist,lower secondary,PhD,"football (calcio), board games, painting, knitting","physics, art","history, maths",88,high,36,moderate,64,moderate,71,high,77,high
92bfbebef6,ministral-3-3b-reasoning-2512,human,27,man,heterosexual,Washington DC,employed full-time,master's degree,married,1,immigrant,Islam,vocational diploma,PhD,"baking, travel","computer science, philosophy","economics, maths",66,moderate,74,high,96,high,2,low,28,low
c4c7a35ee5,mistralai/ministral-3-3b,human,23,man,heterosexual,Kansas City,employed full-time,upper secondary,single,1,native-born American,Christianity,lower secondary,lower secondary,"cycling, board games, rock climbing, cinema, travel","maths, literature","economics, art",67,high,25,low,13,low,84,high,86,high
bf3f6a5775,mistralai/ministral-3-3b,human,30,transgender,heterosexual,Philadelphia,employed part-time,upper secondary,single,1,native-born american,Agnostic,vocational diploma,bachelor's degree,"baking, cooking, board games, volunteering","economics, history","physics, computer science",39,moderate,12,low,97,high,67,high,12,low
8a05925391,mistralai/ministral-3-3b,human,30,non-binary,heterosexual,Milan,unemployed,lower secondary,single,0,native-born italian,Atheist,primary school,no formal education,"running, photography, cycling, yoga, hiking","history, literature","art, computer science",88,high,31,low,74,high,56,moderate,74,high
b8c0fd8a7a,ministral-3-3b-reasoning-2512,human,50,woman,bisexual,Bari,employed part-time,upper secondary,divorced,2,native-born Italian,Judaism,lower secondary,master's degree,"gardening, knitting, yoga","literature, history","chemistry, computer science",38,moderate,68,high,40,moderate,36,moderate,82,high
6f075e5552,ministral-3-3b-reasoning-2512,human,19,man,asexual,Los Angeles,full-time student,upper secondary,in a relationship,0,native-born American,Hinduism,primary school,master's degree,"football (calcio), reading novels, birdwatching, cycling","computer science, literature","physics, history",31,low,77,high,65,moderate,95,high,35,moderate
6a6f0d426c,mistralai/ministral-3-3b,human,25,transgender,heterosexual,Washington DC,employed part-time,master's degree,divorced,0,native-born american,Hinduism,lower secondary,no formal education,"football (calcio), painting, board games, birdwatching","maths, literature","history, philosophy",77,high,19,low,78,high,21,low,6,low
46b89a5723,mistralai/ministral-3-3b,human,23,woman,heterosexual,Lecce,full-time student,bachelor's degree,single,0,native-born Italian,Islam,master's degree,lower secondary,"painting, board games, cycling","history, art","maths, philosophy",74,high,92,high,60,moderate,67,high,20,low
1a4ef36fa1,mistralai/ministral-3-3b,human,24,man,heterosexual,Naples,employed full-time,upper secondary,in a relationship,0,native-born Italian,Christianity,vocational diploma,vocational diploma,"painting, videogames, knitting","history, computer science","economics, chemistry",28,low,88,high,13,low,59,moderate,32,low
dc83b9d0b7,mistralai/ministral-3-3b,human,18,woman,heterosexual,Rome,full-time student,upper secondary,in a relationship,0,native-born Italian,Judaism,upper secondary,master's degree,"football (calcio), yoga","maths, philosophy","art, computer science",37,moderate,84,high,96,high,90,high,89,high
9a93da0a4d,mistralai/ministral-3-3b,human,22,transgender,homosexual,Bologna,employed part-time,lower secondary,in a relationship,0,native-born italian,Christianity,PhD,primary school,"reading novels, classical music, football (calcio), board games","maths, history","physics, economics",20,low,18,low,93,high,5,low,60,moderate
52f060480f,ministral-3-3b-reasoning-2512,human,24,man,heterosexual,Naples,employed full-time,bachelor's degree,single,0,native-born Italian,Hinduism,lower secondary,upper secondary,"gardening, reading novels","biology, chemistry","maths, history",65,moderate,18,low,88,high,13,low,47,moderate
686b77bac9,mistralai/ministral-3-3b,human,20,woman,heterosexual,Chicago,full-time student,upper secondary,single,0,native-born American,Christianity,upper secondary,primary school,"board games, yoga, cycling, videogames","philosophy, literature","art, chemistry",2,low,8,low,21,low,70,high,79,high
a29df9535d,mistralai/ministral-3-3b,human,19,woman,heterosexual,Lecce,unemployed,lower secondary,single,0,native-born Italian,Buddhism,vocational diploma,upper secondary,"photography, football (calcio)","philosophy, chemistry","physics, economics",87,high,0,low,45,moderate,13,low,42,moderate
74e0ced659,ministral-3-3b-reasoning-2512,human,28,man,asexual,Rome,self-employed,no formal education,single,0,native-born Italian,Islam,lower secondary,primary school,"knitting, yoga, rock climbing, football (calcio)","literature, physics","maths, history",73,high,50,moderate,70,high,90,high,79,high
71e035673c,ministral-3-3b-reasoning-2512,human,24,woman,heterosexual,Chicago,employed full-time,bachelor's degree,married,1,native-born American,Hinduism,upper secondary,primary school,"gardening, videogames, football (calcio), knitting","chemistry, physics","history, literature",20,low,52,moderate,30,low,48,moderate,7,low
2eedc1f671,mistralai/ministral-3-3b,human,25,woman,heterosexual,Philadelphia,self-employed,master's degree,single,0,native-born American,Atheist,lower secondary,no formal education,"videogames, yoga, birdwatching, cooking, cinema","chemistry, economics","maths, computer science",86,high,40,moderate,72,high,12,low,80,high
44a8807a9e,mistralai/ministral-3-3b,human,27,woman,bisexual,Naples,employed full-time,master's degree,single,0,immigrant,Christianity,primary school,bachelor's degree,"cinema, travel, reading novels, knitting","maths, history","chemistry, economics",0,low,46,moderate,94,high,4,low,95,high
b4ec42f4a0,mistralai/ministral-3-3b,human,60,woman,homosexual,Naples,self-employed,bachelor's degree,in a relationship,1,native-born Italian,Agnostic,upper secondary,upper secondary,"board games, cinema, photography, baking","biology, maths","chemistry, computer science",77,high,0,low,99,high,7,low,55,moderate
4fb004627d,ministral-3-3b-reasoning-2512,human,27,woman,heterosexual,Washington DC,employed part-time,upper secondary,divorced,0,immigrant,Islam,upper secondary,no formal education,"football (calcio), birdwatching, photography","history, biology","maths, philosophy",85,high,92,high,97,high,82,high,36,moderate
efd54c1542,ministral-3-3b-reasoning-2512,human,23,woman,heterosexual,Washington DC,employed part-time,vocational diploma,single,0,native-born American,Atheist,bachelor's degree,upper secondary,"baking, reading novels","art, history","physics, literature",22,low,26,low,51,moderate,44,moderate,88,high
819fb983e9,mistralai/ministral-3-3b,human,19,man,heterosexual,Philadelphia,full-time student,upper secondary,single,0,native-born American,Islam,vocational diploma,upper secondary,"photography, football (calcio)","economics, computer science","art, literature",35,moderate,26,low,22,low,58,moderate,42,moderate
9a1cb4efc4,ministral-3-3b-reasoning-2512,human,50,woman,heterosexual,Bologna,employed full-time,upper secondary,divorced,2,native-born Italian,Atheist,no formal education,vocational diploma,"classical music, yoga, cooking, reading novels","computer science, maths","chemistry, history",6,low,84,high,49,moderate,58,moderate,40,moderate
ce7b53e7da,mistralai/ministral-3-3b,human,30,man,heterosexual,Bari,self-employed,vocational diploma,in a relationship,0,native-born italian,Christianity,PhD,no formal education,"gardening, rock climbing, yoga","economics, maths","history, biology",78,high,28,low,69,high,85,high,0,low
6b6e810870,mistralai/ministral-3-3b,human,40,man,asexual,Bari,unemployed,lower secondary,in a relationship,2,immigrant,Hinduism,primary school,vocational diploma,"rock climbing, baking, videogames, cycling","literature, history","computer science, philosophy",82,high,74,high,71,high,31,low,97,high
878a0bc67b,mistralai/ministral-3-3b,human,50,man,homosexual,Naples,unemployed,PhD,married,0,native-born italian,Islam,vocational diploma,vocational diploma,"cinema, rock climbing, classical music, knitting","biology, computer science","art, chemistry",45,moderate,53,moderate,55,moderate,60,moderate,57,moderate
9d5b409e19,mistralai/ministral-3-3b,human,26,woman,heterosexual,Los Angeles,full-time student,master's degree,married,2,native-born American,Christianity,vocational diploma,master's degree,"hiking, classical music","maths, philosophy","history, economics",0,low,53,moderate,31,low,59,moderate,79,high
112796e26d,mistralai/ministral-3-3b,human,20,transgender,asexual,Bologna,unemployed,upper secondary,single,1,native-born italian,Atheist,master's degree,master's degree,"football (calcio), travel, cycling","physics, economics","literature, chemistry",6,low,52,moderate,53,moderate,93,high,4,low
d9e153e605,mistralai/ministral-3-3b,human,60,woman,bisexual,Naples,unemployed,vocational diploma,divorced,1,native-born italian,Islam,primary school,lower secondary,"yoga, baking, rock climbing, board games, videogames","computer science, economics","biology, philosophy",10,low,45,moderate,95,high,19,low,30,low
53f7e30a7e,ministral-3-3b-reasoning-2512,human,35,man,heterosexual,Rome,employed full-time,upper secondary,married,1,native-born Italian,Judaism,PhD,PhD,"cinema, photography, birdwatching, hiking, rock climbing","computer science, economics","biology, maths",15,low,92,high,81,high,31,low,66,moderate
8a5637979b,ministral-3-3b-reasoning-2512,human,22,man,heterosexual,Philadelphia,employed full-time,upper secondary,in a relationship,0,native-born American,Christianity,bachelor's degree,upper secondary,"cooking, travel, football (calcio), yoga","literature, economics","computer science, philosophy",53,moderate,88,high,94,high,10,low,67,high
6f3e4340e8,ministral-3-3b-reasoning-2512,human,25,man,heterosexual,Bari,full-time student,bachelor's degree,married,0,native-born Italian,Christianity,bachelor's degree,no formal education,"gardening, photography, football (calcio), knitting","physics, philosophy","computer science, biology",66,moderate,46,moderate,34,moderate,60,moderate,2,low
dc9ac7a545,ministral-3-3b-reasoning-2512,human,27,man,homosexual,New York,self-employed,upper secondary,in a relationship,2,native-born American,Judaism,master's degree,primary school,"gardening, baking, birdwatching","chemistry, philosophy","literature, art",69,high,59,moderate,46,moderate,21,low,57,moderate
2c35f60b3e,mistralai/ministral-3-3b,human,35,man,bisexual,Los Angeles,employed full-time,primary school,widowed,1,native-born american,Hinduism,primary school,primary school,"football (calcio), running, classical music, travel","chemistry, literature","philosophy, biology",0,low,17,low,90,high,6,low,35,moderate
883ab6a407,ministral-3-3b-reasoning-2512,human,30,woman,asexual,Bologna,employed full-time,vocational diploma,married,1,native-born Italian,Islam,bachelor's degree,upper secondary,"knitting, cooking, videogames, yoga","art, computer science","chemistry, economics",67,high,38,moderate,18,low,87,high,43,moderate
1b6976bca5,ministral-3-3b-reasoning-2512,human,20,woman,heterosexual,Philadelphia,full-time student,vocational diploma,single,0,native-born American,Atheist,vocational diploma,master's degree,"cinema, photography, travel, football (calcio), hiking","history, biology","computer science, chemistry",91,high,16,low,67,high,93,high,54,moderate
0ebaabe405,mistralai/ministral-3-3b,human,50,woman,heterosexual,Los Angeles,self-employed,no formal education,married,0,native-born american,Islam,PhD,vocational diploma,"painting, gardening, cooking","economics, computer science","physics, history",53,moderate,1,low,74,high,58,moderate,74,high
e691bd1b26,mistralai/ministral-3-3b,human,40,woman,bisexual,Philadelphia,unemployed,lower secondary,married,0,native-born American,Christianity,PhD,master's degree,"videogames, painting","art, chemistry","history, biology",43,moderate,49,moderate,60,moderate,98,high,52,moderate
cb2e46223a,ministral-3-3b-reasoning-2512,human,18,man,bisexual,Bari,employed part-time,vocational diploma,in a relationship,0,native-born Italian,Islam,upper secondary,upper secondary,"classical music, hiking","chemistry, maths","literature, economics",24,low,58,moderate,37,moderate,92,high,10,low
e946913082,mistralai/ministral-3-3b,human,22,transgender,heterosexual,Bari,self-employed,lower secondary,married,0,immigrant,Christianity,PhD,PhD,"travel, yoga","chemistry, art","computer science, literature",54,moderate,42,moderate,76,high,71,high,68,high
7f9f201b08,mistralai/ministral-3-3b,human,28,man,heterosexual,Los Angeles,unemployed,vocational diploma,in a relationship,1,immigrant,Hinduism,lower secondary,PhD,"volunteering, running, cooking, board games, photography","art, biology","literature, philosophy",13,low,66,moderate,80,high,24,low,75,high
ede8cce7bf,mistralai/ministral-3-3b,human,35,woman,heterosexual,Washington DC,employed full-time,vocational diploma,single,1,immigrant,Islam,vocational diploma,lower secondary,"cinema, yoga","history, maths","physics, art",100,high,70,high,12,low,79,high,14,low
17bd392822,ministral-3-3b-reasoning-2512,human,25,man,heterosexual,Lecce,employed full-time,bachelor's degree,single,1,native-born Italian,Atheist,vocational diploma,lower secondary,"volunteering, rock climbing, birdwatching, running","biology, computer science","philosophy, literature",23,low,55,moderate,92,high,3,low,7,low
cd0b8d6e50,mistralai/ministral-3-3b,human,29,woman,bisexual,Los Angeles,full-time student,PhD,in a relationship,0,native-born American,Islam,primary school,PhD,"knitting, videogames, yoga, travel","computer science, history","literature, biology",59,moderate,53,moderate,38,moderate,86,high,70,high
9370b64172,mistralai/ministral-3-3b,human,19,woman,bisexual,Rome,full-time student,upper secondary,single,0,native-born Italian,Christianity,vocational diploma,lower secondary,"cinema, rock climbing","computer science, physics","art, biology",97,high,27,low,72,high,15,low,60,moderate
086c479fe4,mistralai/ministral-3-3b,human,28,woman,bisexual,Naples,employed part-time,upper secondary,single,0,native-born Italian,Hinduism,vocational diploma,no formal education,"cooking, volunteering","maths, history","computer science, economics",55,moderate,49,moderate,43,moderate,5,low,77,high
e7ba080f70,mistralai/ministral-3-3b,human,30,genderqueer,heterosexual,Los Angeles,employed part-time,primary school,in a relationship,0,immigrant,Judaism,vocational diploma,PhD,"cinema, knitting, board games, painting","history, physics","maths, economics",71,high,77,high,28,low,62,moderate,2,low
632d64c347,ministral-3-3b-reasoning-2512,human,25,man,asexual,Philadelphia,unemployed,vocational diploma,married,1,native-born American,Christianity,vocational diploma,lower secondary,"volunteering, travel, board games, rock climbing","philosophy, chemistry","economics, literature",58,moderate,6,low,92,high,41,moderate,13,low
ac842567a3,mistralai/ministral-3-3b,human,22,non-binary,heterosexual,Rome,self-employed,bachelor's degree,single,1,immigrant,Islam,primary school,no formal education,"yoga, knitting, painting, hiking, volunteering","maths, history","computer science, literature",39,moderate,22,low,82,high,28,low,42,moderate
f95fbb587c,mistralai/ministral-3-3b,human,19,woman,heterosexual,Lecce,employed part-time,upper secondary,in a relationship,0,native-born italian,Islam,vocational diploma,primary school,"painting, volunteering, cycling","physics, history","economics, biology",61,moderate,65,moderate,43,moderate,26,low,54,moderate
78001ec46a,ministral-3-3b-reasoning-2512,human,18,man,heterosexual,Milan,full-time student,upper secondary,single,0,immigrant,Buddhism,primary school,primary school,"cooking, travel, classical music","maths, physics","economics, chemistry",94,high,50,moderate,65,moderate,17,low,11,low
aebccc5b44,ministral-3-3b-reasoning-2512,human,28,man,heterosexual,Los Angeles,employed full-time,vocational diploma,in a relationship,1,immigrant,Christianity,lower secondary,lower secondary,"reading novels, travel, painting, birdwatching","computer science, philosophy","history, economics",100,high,83,high,3,low,47,moderate,55,moderate
8ede5f2f96,mistralai/ministral-3-3b,human,22,man,heterosexual,Kansas City,employed full-time,upper secondary,single,0,native-born American,Islam,bachelor's degree,upper secondary,"volunteering, classical music","philosophy, chemistry","art, economics",84,high,84,high,24,low,41,moderate,79,high
bed5089bf2,mistralai/ministral-3-3b,human,29,man,heterosexual,Chicago,unemployed,lower secondary,married,0,native-born American,Christianity,vocational diploma,lower secondary,"travel, baking, reading novels, board games","art, literature","biology, philosophy",14,low,65,moderate,38,moderate,10,low,66,moderate
4b2e6402a8,mistralai/ministral-3-3b,human,29,woman,homosexual,Naples,employed full-time,upper secondary,married,0,native-born Italian,Agnostic,master's degree,vocational diploma,"rock climbing, baking","computer science, economics","philosophy, art",52,moderate,24,low,4,low,4,low,100,high
5e651d661e,mistralai/ministral-3-3b,human,70,woman,heterosexual,Milan,self-employed,primary school,divorced,0,native-born italian,Islam,PhD,vocational diploma,"knitting, photography, cinema, board games, rock climbing","computer science, history","philosophy, biology",84,high,6,low,57,moderate,50,moderate,76,high
e2443fc2ee,mistralai/ministral-3-3b,human,30,woman,heterosexual,Philadelphia,self-employed,vocational diploma,married,0,native-born American,Christianity,no formal education,bachelor's degree,"reading novels, board games, painting, baking, knitting","physics, maths","literature, philosophy",37,moderate,68,high,76,high,8,low,73,high
5d21428a67,mistralai/ministral-3-3b,human,20,man,heterosexual,Los Angeles,full-time student,upper secondary,in a relationship,0,native-born American,Islam,master's degree,lower secondary,"volunteering, travel","philosophy, physics","chemistry, computer science",97,high,47,moderate,19,low,57,moderate,52,moderate
1976450018,ministral-3-3b-reasoning-2512,human,18,woman,heterosexual,Philadelphia,full-time student,upper secondary,single,0,immigrant,Christianity,lower secondary,primary school,"football (calcio), running, photography, gardening, painting","economics, physics","biology, chemistry",2,low,56,moderate,27,low,69,high,32,low
6d18d6dd57,mistralai/ministral-3-3b,human,70,woman,heterosexual,Philadelphia,self-employed,upper secondary,divorced,0,native-born American,Agnostic,upper secondary,master's degree,"cooking, photography","computer science, chemistry","philosophy, physics",6,low,35,moderate,60,moderate,85,high,57,moderate
b2767a65e3,mistralai/ministral-3-3b,human,19,man,heterosexual,Washington DC,full-time student,upper secondary,single,0,native-born American,Islam,upper secondary,upper secondary,"knitting, travel, classical music, hiking","chemistry, art","maths, economics",74,high,63,moderate,83,high,21,low,32,low
372b493e19,mistralai/ministral-3-3b,human,29,man,heterosexual,Chicago,employed full-time,upper secondary,in a relationship,1,native-born American,Hinduism,master's degree,no formal education,"videogames, baking, reading novels","physics, art","maths, biology",80,high,55,moderate,90,high,95,high,45,moderate
97fc28fda0,mistralai/ministral-3-3b,human,21,transgender,heterosexual,Bologna,employed part-time,vocational diploma,in a relationship,0,immigrant,Hinduism,bachelor's degree,PhD,"baking, painting","maths, art","chemistry, physics",21,low,68,high,62,moderate,21,low,99,high
a8d452ac98,ministral-3-3b-reasoning-2512,human,24,man,heterosexual,Bari,self-employed,vocational diploma,single,0,native-born Italian,Christianity,bachelor's degree,primary school,"rock climbing, cinema, volunteering, painting, cooking","biology, philosophy","economics, history",99,high,100,high,33,moderate,57,moderate,54,moderate
a5afc86936,mistralai/ministral-3-3b,human,70,man,heterosexual,Philadelphia,employed part-time,bachelor's degree,married,2,native-born American,Christianity,primary school,bachelor's degree,"knitting, photography, board games, cycling, baking","economics, maths","literature, history",95,high,100,high,78,high,78,high,92,high
36a7b592e9,mistralai/ministral-3-3b,human,29,woman,heterosexual,Philadelphia,full-time student,master's degree,married,1,native-born American,Buddhism,upper secondary,vocational diploma,"photography, reading novels, cooking, gardening, baking","chemistry, economics","history, computer science",46,moderate,6,low,63,moderate,74,high,50,moderate
29c381a600,mistralai/ministral-3-3b,human,24,woman,heterosexual,Los Angeles,full-time student,master's degree,single,1,native-born American,Christianity,PhD,upper secondary,"knitting, cinema, football (calcio), yoga","literature, economics","history, biology",59,moderate,8,low,66,moderate,25,low,50,moderate
d3085cc0bd,mistralai/ministral-3-3b,human,35,woman,asexual,Milan,employed full-time,lower secondary,married,2,native-born Italian,Christianity,lower secondary,lower secondary,"volunteering, painting, board games, running, birdwatching","philosophy, maths","biology, chemistry",31,low,69,high,76,high,74,high,71,high
41b847d32f,mistralai/ministral-3-3b,human,70,transgender,heterosexual,Lecce,employed part-time,PhD,single,0,native-born italian,Buddhism,master's degree,primary school,"videogames, cooking, cinema","history, computer science","biology, art",31,low,81,high,2,low,95,high,67,high
dbe844fc48,mistralai/ministral-3-3b,human,26,transgender,homosexual,Milan,employed part-time,bachelor's degree,married,0,native-born italian,Islam,vocational diploma,no formal education,"cycling, reading novels, board games","biology, literature","economics, art",71,high,7,low,67,high,40,moderate,83,high
015120636e,mistralai/ministral-3-3b,human,35,transgender,asexual,Philadelphia,self-employed,vocational diploma,in a relationship,0,immigrant,Islam,upper secondary,no formal education,"birdwatching, reading novels, travel, painting","philosophy, biology","computer science, economics",69,high,4,low,4,low,18,low,31,low
433603112f,mistralai/ministral-3-3b,human,18,man,bisexual,Milan,full-time student,upper secondary,in a relationship,0,native-born Italian,Islam,no formal education,upper secondary,"knitting, photography, cinema, running","history, economics","philosophy, computer science",83,high,89,high,63,moderate,54,moderate,60,moderate
56b54aad6d,ministral-3-3b-reasoning-2512,human,40,man,homosexual,Philadelphia,employed full-time,bachelor's degree,divorced,2,native-born American,Islam,PhD,master's degree,"cooking, cycling, hiking, cinema, board games","chemistry, history","art, physics",76,high,11,low,0,low,32,low,71,high
9ecc6aa546,mistralai/ministral-3-3b,human,23,woman,heterosexual,Milan,self-employed,upper secondary,single,0,native-born Italian,Christianity,PhD,lower secondary,"knitting, painting","philosophy, literature","history, physics",68,high,96,high,71,high,65,moderate,98,high
2df3596155,mistralai/ministral-3-3b,human,70,non-binary,heterosexual,Rome,unemployed,bachelor's degree,married,1,native-born italian,Atheist,bachelor's degree,PhD,"cooking, cinema, travel","philosophy, computer science","maths, art",74,high,85,high,52,moderate,71,high,39,moderate
9f654926f1,mistralai/ministral-3-3b,human,25,agender,heterosexual,New York,self-employed,master's degree,single,1,native-born american,Buddhism,lower secondary,upper secondary,"football (calcio), running, reading novels, baking, birdwatching","biology, computer science","philosophy, maths",27,low,23,low,85,high,46,moderate,14,low
294e27fdd2,mistralai/ministral-3-3b,human,35,man,heterosexual,Bari,employed full-time,bachelor's degree,married,2,native-born Italian,Agnostic,PhD,no formal education,"videogames, baking","economics, computer science","chemistry, maths",75,high,61,moderate,0,low,91,high,58,moderate
d499f79791,ministral-3-3b-reasoning-2512,human,21,man,bisexual,Washington DC,full-time student,upper secondary,in a relationship,0,native-born American,Christianity,primary school,lower secondary,"baking, cinema, hiking, photography, painting","philosophy, maths","physics, economics",26,low,86,high,54,moderate,41,moderate,73,high
26ba113c1c,mistralai/ministral-3-3b,human,24,woman,homosexual,Bologna,employed part-time,bachelor's degree,single,0,native-born Italian,Christianity,no formal education,master's degree,"football (calcio), reading novels, gardening, cycling, volunteering","computer science, philosophy","art, chemistry",59,moderate,40,moderate,21,low,9,low,81,high
c8658766cf,mistralai/ministral-3-3b,human,19,man,homosexual,Naples,full-time student,upper secondary,single,0,native-born Italian,Judaism,master's degree,vocational diploma,"cooking, gardening, board games, yoga","economics, philosophy","maths, computer science",71,high,7,low,58,moderate,95,high,6,low
d44e65805e,ministral-3-3b-reasoning-2512,human,23,woman,heterosexual,Philadelphia,employed full-time,upper secondary,single,1,native-born American,Agnostic,upper secondary,primary school,"baking, cooking, knitting","computer science, maths","art, chemistry",79,high,92,high,83,high,37,moderate,21,low
dc4672eec3,mistralai/ministral-3-3b,human,70,transgender,heterosexual,Kansas City,self-employed,PhD,married,1,immigrant,Islam,primary school,bachelor's degree,"photography, videogames, volunteering","philosophy, biology","art, physics",49,moderate,25,low,97,high,49,moderate,88,high
ab5ded8b97,mistralai/ministral-3-3b,human,23,genderqueer,heterosexual,Los Angeles,unemployed,vocational diploma,in a relationship,0,native-born american,Christianity,vocational diploma,vocational diploma,"yoga, birdwatching, painting, knitting, running","literature, computer science","economics, chemistry",74,high,47,moderate,79,high,93,high,3,low
661a4623c9,mistralai/ministral-3-3b,human,19,woman,heterosexual,New York,part-time student,vocational diploma,single,0,native-born American,Christianity,upper secondary,PhD,"volunteering, baking","biology, chemistry","history, computer science",81,high,58,moderate,4,low,93,high,8,low
