run_id,model_name,mode,age,gender,sexual_orientation,city_of_living,employment_status,education_level,marital_status,children,migration_status,religious_beliefs,parent_1_education,parent_2_education,hobbies,fav_subjects,hat_subjects,ocean_openness_score,ocean_openness_level,ocean_conscientiousness_score,ocean_conscientiousness_level,ocean_extraversion_score,ocean_extraversion_level,ocean_agreeableness_score,ocean_agreeableness_level,ocean_neuroticism_score,ocean_neuroticism_level,amas_score,mseaq_score,anxiety_score,anxiety_level,gender_level
fc0893ee3c,Qwen/Qwen3-4B-Thinking-2507,human,50,man,homosexual,Bologna,unemployed,upper secondary,in a relationship,0,native-born Italian,Hinduism,master's degree,lower secondary,"travel, birdwatching, cinema","physics, philosophy","maths, chemistry",93,high,40,moderate,1,low,0,low,14,low,11.0,76.0,87.0,high_anxiety,male
563a885405,Qwen/Qwen3-4B-Thinking-2507,human,30,woman,homosexual,Kansas City,employed part-time,upper secondary,married,2,native-born American,Islam,upper secondary,PhD,"painting, football (calcio), knitting, travel, gardening","art, chemistry","history, physics",7,low,78,high,0,low,98,high,67,high,15.0,77.0,92.0,high_anxiety,female
38f22b5afb,Qwen/Qwen3-4B-Thinking-2507,human,19,man,bisexual,Naples,full-time student,upper secondary,single,0,native-born Italian,Hinduism,bachelor's degree,upper secondary,"hiking, board games, classical music, knitting","art, economics","chemistry, biology",78,high,1,low,55,moderate,15,low,10,low,22.0,50.0,72.0,high_anxiety,male
e981d55e51,Qwen/Qwen3-4B-Thinking-2507,human,29,man,homosexual,Kansas City,employed full-time,PhD,married,2,native-born American,Agnostic,master's degree,primary school,"baking, rock climbing, running, hiking","philosophy, economics","literature, biology",39,moderate,8,low,37,moderate,29,low,73,high,24.0,,,high_anxiety,male
3606490f4b,Qwen/Qwen3-4B-Thinking-2507,human,21,man,heterosexual,Los Angeles,full-time student,upper secondary,single,0,native-born American,Islam,master's degree,bachelor's degree,"cooking, photography","philosophy, biology","economics, art",21,low,96,high,92,high,3,low,22,low,14.0,77.0,91.0,high_anxiety,male
ccb41516f3,Qwen/Qwen3-4B-Thinking-2507,human,21,woman,heterosexual,New York,full-time student,upper secondary,single,0,native-born American,Christianity,no formal education,PhD,"cinema, videogames, hiking","biology, philosophy","literature, physics",17,low,30,low,31,low,9,low,23,low,20.0,78.0,98.0,high_anxiety,female
8c9c3922e1,Qwen/Qwen3-4B-Thinking-2507,human,18,man,heterosexual,Los Angeles,full-time student,upper secondary,single,0,native-born American,Islam,no formal education,upper secondary,"cooking, football (calcio), rock climbing, cycling","chemistry, maths","philosophy, physics",25,low,10,low,99,high,36,moderate,81,high,22.0,78.0,100.0,high_anxiety,male
5f79f0aea9,Qwen/Qwen3-4B-Thinking-2507,human,25,woman,heterosexual,Chicago,employed part-time,vocational diploma,married,1,immigrant,Atheist,primary school,master's degree,"gardening, rock climbing","biology, computer science","art, maths",62,moderate,64,moderate,20,low,25,low,70,high,22.0,,,high_anxiety,female
231fc4f83f,Qwen/Qwen3-4B-Thinking-2507,human,19,woman,heterosexual,New York,full-time student,upper secondary,single,0,native-born American,Islam,primary school,vocational diploma,"travel, board games, running, cinema, volunteering","maths, philosophy","computer science, chemistry",79,high,24,low,57,moderate,9,low,52,moderate,22.0,50.0,72.0,high_anxiety,female
9d83fc42c2,Qwen/Qwen3-4B-Thinking-2507,human,20,woman,heterosexual,Washington DC,full-time student,vocational diploma,single,0,immigrant,Islam,bachelor's degree,primary school,"gardening, board games, cooking, hiking, rock climbing","maths, art","computer science, chemistry",42,moderate,1,low,43,moderate,75,high,70,high,22.0,,,high_anxiety,female
5e9ca88063,Qwen/Qwen3-4B-Thinking-2507,human,40,man,heterosexual,Rome,employed full-time,vocational diploma,married,2,native-born Italian,Buddhism,lower secondary,PhD,"volunteering, travel, birdwatching, classical music, yoga","chemistry, biology","economics, literature",53,moderate,97,high,28,low,15,low,9,low,10.0,,,high_anxiety,male
c2c0b8d5fa,Qwen/Qwen3-4B-Thinking-2507,human,70,woman,bisexual,Rome,retired,upper secondary,widowed,2,native-born Italian,Islam,no formal education,lower secondary,"running, yoga, rock climbing, reading novels, videogames","physics, biology","computer science, maths",79,high,62,moderate,75,high,85,high,81,high,22.0,,,high_anxiety,female
cb5b7f52bb,Qwen/Qwen3-4B-Thinking-2507,human,26,agender,bisexual,Washington DC,employed full-time,bachelor's degree,in a relationship,1,native-born American,Islam,no formal education,primary school,"knitting, baking, birdwatching, cooking, hiking","art, philosophy","computer science, chemistry",65,moderate,40,moderate,19,low,57,moderate,3,low,15.0,73.0,88.0,high_anxiety,other
1a9de68484,Qwen/Qwen3-4B-Thinking-2507,human,30,transgender,heterosexual,Philadelphia,employed full-time,vocational diploma,married,2,native-born American,Agnostic,master's degree,lower secondary,"videogames, yoga, rock climbing, cycling","biology, chemistry","philosophy, maths",37,moderate,100,high,2,low,42,moderate,54,moderate,22.0,66.0,88.0,high_anxiety,other
b8b6564a0e,Qwen/Qwen3-4B-Thinking-2507,human,60,woman,heterosexual,Los Angeles,unemployed,no formal education,in a relationship,0,immigrant,Buddhism,vocational diploma,no formal education,"knitting, classical music, cinema, gardening","computer science, economics","maths, biology",7,low,3,low,52,moderate,99,high,63,moderate,22.0,,,high_anxiety,female
7bb3fdd521,Qwen/Qwen3-4B-Thinking-2507,human,23,genderqueer,heterosexual,Philadelphia,employed full-time,vocational diploma,single,0,native-born American,Judaism,primary school,upper secondary,"videogames, knitting, rock climbing","economics, computer science","chemistry, physics",79,high,20,low,32,low,21,low,58,moderate,22.0,49.0,71.0,high_anxiety,other
53f940b0b7,Qwen/Qwen3-4B-Thinking-2507,human,28,man,heterosexual,Los Angeles,unemployed,bachelor's degree,in a relationship,0,native-born American,Islam,no formal education,bachelor's degree,"cycling, videogames, football (calcio), board games, hiking","art, computer science","biology, literature",13,low,85,high,1,low,98,high,10,low,11.0,67.0,78.0,high_anxiety,male
31d15edd90,Qwen/Qwen3-4B-Thinking-2507,human,26,man,heterosexual,Philadelphia,unemployed,upper secondary,married,1,native-born American,Christianity,master's degree,master's degree,"photography, reading novels","history, biology","art, economics",17,low,82,high,55,moderate,96,high,22,low,12.0,72.0,84.0,high_anxiety,male
5518dd46d3,qwen/qwen3-4b-thinking-2507,human,60,transgender,bisexual,Washington DC,employed part-time,master's degree,married,0,native-born american,Christianity,primary school,bachelor's degree,"videogames, photography, rock climbing, yoga, knitting","maths, biology","chemistry, computer science",22,low,24,low,52,moderate,9,low,93,high,30.0,77.0,107.0,high_anxiety,other
a2404a7560,Qwen/Qwen3-4B-Thinking-2507,human,18,woman,heterosexual,Kansas City,full-time student,upper secondary,single,0,native-born American,Agnostic,lower secondary,PhD,"board games, gardening, rock climbing","literature, computer science","philosophy, history",60,moderate,34,moderate,28,low,15,low,15,low,21.0,,,high_anxiety,female
2660c4d5dd,Qwen/Qwen3-4B-Thinking-2507,human,21,woman,asexual,Philadelphia,employed part-time,upper secondary,single,0,native-born American,Islam,lower secondary,upper secondary,"videogames, knitting","philosophy, biology","art, maths",49,moderate,51,moderate,25,low,76,high,84,high,22.0,76.0,98.0,high_anxiety,female
9c44c6382b,Qwen/Qwen3-4B-Thinking-2507,human,25,woman,heterosexual,Bari,employed full-time,vocational diploma,in a relationship,1,immigrant,Atheist,bachelor's degree,primary school,"volunteering, running, videogames","history, philosophy","maths, biology",30,low,91,high,64,moderate,89,high,82,high,21.0,73.0,94.0,high_anxiety,female
72b1072ffc,Qwen/Qwen3-4B-Thinking-2507,human,18,man,bisexual,Kansas City,full-time student,upper secondary,single,0,immigrant,Judaism,no formal education,vocational diploma,"knitting, yoga, baking","computer science, economics","biology, chemistry",1,low,41,moderate,99,high,74,high,80,high,21.0,58.0,79.0,high_anxiety,male
be2313dd2d,qwen/qwen3-4b-thinking-2507,human,22,transgender,heterosexual,Los Angeles,self-employed,master's degree,married,1,native-born american,Christianity,vocational diploma,lower secondary,"volunteering, cycling, gardening","maths, economics","philosophy, literature",10,low,65,moderate,90,high,57,moderate,69,high,28.0,44.0,72.0,high_anxiety,other
2a34ad1171,Qwen/Qwen3-4B-Thinking-2507,human,28,woman,heterosexual,Kansas City,employed full-time,primary school,single,0,native-born American,Islam,lower secondary,no formal education,"board games, cooking, reading novels","chemistry, maths","philosophy, art",37,moderate,53,moderate,59,moderate,47,moderate,53,moderate,28.0,,,high_anxiety,female
6cdd1468a8,Qwen/Qwen3-4B-Thinking-2507,human,18,man,heterosexual,Los Angeles,full-time student,upper secondary,single,0,immigrant,Atheist,lower secondary,vocational diploma,"classical music, travel, rock climbing, cycling","chemistry, literature","art, physics",82,high,48,moderate,94,high,22,low,71,high,26.0,48.0,74.0,high_anxiety,male
0852d6349e,Qwen/Qwen3-4B-Thinking-2507,human,26,woman,bisexual,Kansas City,employed full-time,bachelor's degree,married,2,native-born American,Islam,lower secondary,vocational diploma,"baking, knitting, classical music, photography, running","physics, art","biology, economics",92,high,37,moderate,39,moderate,43,moderate,15,low,17.0,,,high_anxiety,female
ed13919ca0,qwen/qwen3-4b-thinking-2507,human,70,woman,asexual,Kansas City,retired,PhD,married,1,immigrant,Buddhism,lower secondary,lower secondary,"hiking, videogames","economics, biology","physics, computer science",61,moderate,5,low,50,moderate,26,low,36,moderate,24.0,48.0,72.0,high_anxiety,female
0f84483e62,Qwen/Qwen3-4B-Thinking-2507,human,70,man,bisexual,Los Angeles,self-employed,lower secondary,widowed,1,immigrant,Christianity,primary school,primary school,"rock climbing, baking, cinema, gardening","physics, maths","computer science, art",74,high,30,low,20,low,27,low,7,low,19.0,52.0,71.0,high_anxiety,male
35771b9632,Qwen/Qwen3-4B-Thinking-2507,human,29,man,heterosexual,Lecce,unemployed,vocational diploma,married,2,immigrant,Christianity,lower secondary,bachelor's degree,"rock climbing, gardening, birdwatching","chemistry, physics","biology, art",43,moderate,0,low,94,high,8,low,62,moderate,13.0,73.0,86.0,high_anxiety,male
4ca7a2e3e1,Qwen/Qwen3-4B-Thinking-2507,human,19,woman,heterosexual,New York,unemployed,lower secondary,married,0,native-born American,Islam,no formal education,master's degree,"running, football (calcio), cycling, yoga","literature, physics","computer science, biology",72,high,20,low,31,low,34,moderate,36,moderate,22.0,72.0,94.0,high_anxiety,female
47c3c0c492,qwen/qwen3-4b-thinking-2507,human,24,woman,heterosexual,Kansas City,self-employed,lower secondary,single,0,native-born american,Christianity,upper secondary,primary school,"videogames, gardening, cinema","art, literature","chemistry, philosophy",36,moderate,4,low,70,high,11,low,16,low,21.0,51.0,72.0,high_anxiety,female
f25e9de984,Qwen/Qwen3-4B-Thinking-2507,human,35,man,heterosexual,Rome,unemployed,primary school,single,0,native-born Italian,Islam,upper secondary,master's degree,"football (calcio), birdwatching, baking, rock climbing, board games","philosophy, literature","maths, physics",10,low,5,low,31,low,52,moderate,60,moderate,22.0,,,high_anxiety,male
d0350ef0e9,Qwen/Qwen3-4B-Thinking-2507,human,22,woman,heterosexual,New York,unemployed,upper secondary,single,0,native-born American,Hinduism,upper secondary,PhD,"running, hiking, travel, gardening","chemistry, economics","computer science, philosophy",18,low,35,moderate,16,low,18,low,65,moderate,21.0,77.0,98.0,high_anxiety,female
507b265b3e,Qwen/Qwen3-4B-Thinking-2507,human,70,genderqueer,homosexual,Chicago,retired,primary school,widowed,1,immigrant,Christianity,lower secondary,bachelor's degree,"board games, yoga, videogames","chemistry, computer science","history, biology",24,low,24,low,44,moderate,38,moderate,18,low,20.0,82.0,102.0,high_anxiety,other
a37d483fb9,Qwen/Qwen3-4B-Thinking-2507,human,24,transgender,heterosexual,Washington DC,unemployed,bachelor's degree,single,0,native-born American,Islam,PhD,master's degree,"gardening, yoga, painting, knitting, cycling","economics, philosophy","history, literature",83,high,47,moderate,29,low,44,moderate,84,high,30.0,76.0,106.0,high_anxiety,other
7371c23acb,Qwen/Qwen3-4B-Thinking-2507,human,20,man,bisexual,Bari,full-time student,upper secondary,single,1,native-born Italian,Islam,bachelor's degree,no formal education,"travel, hiking, photography, videogames","art, maths","history, computer science",47,moderate,68,high,33,moderate,13,low,61,moderate,22.0,51.0,73.0,high_anxiety,male
d14997ce6d,Qwen/Qwen3-4B-Thinking-2507,human,30,man,heterosexual,Philadelphia,employed full-time,primary school,in a relationship,1,native-born American,Islam,upper secondary,PhD,"classical music, cooking","history, chemistry","philosophy, biology",82,high,55,moderate,66,moderate,89,high,66,moderate,22.0,49.0,71.0,high_anxiety,male
f9c8de63c9,Qwen/Qwen3-4B-Thinking-2507,human,20,man,heterosexual,Los Angeles,full-time student,upper secondary,single,0,native-born American,Islam,master's degree,vocational diploma,"painting, cinema, cycling","economics, chemistry","literature, physics",75,high,74,high,27,low,30,low,32,low,22.0,,,high_anxiety,male
700bb54649,Qwen/Qwen3-4B-Thinking-2507,human,22,woman,heterosexual,Lecce,employed full-time,bachelor's degree,single,0,native-born Italian,Judaism,PhD,upper secondary,"football (calcio), running","chemistry, philosophy","computer science, physics",48,moderate,15,low,92,high,91,high,96,high,22.0,,,high_anxiety,female
1c85f050b5,Qwen/Qwen3-4B-Thinking-2507,human,21,woman,heterosexual,Chicago,employed part-time,upper secondary,single,0,immigrant,Atheist,PhD,bachelor's degree,"rock climbing, running, cycling","history, chemistry","economics, physics",74,high,13,low,97,high,27,low,51,moderate,23.0,53.0,76.0,high_anxiety,female
c5e234dc97,Qwen/Qwen3-4B-Thinking-2507,human,25,woman,heterosexual,Los Angeles,employed part-time,upper secondary,in a relationship,1,native-born American,Christianity,master's degree,bachelor's degree,"baking, gardening, running","physics, history","biology, philosophy",0,low,64,moderate,71,high,7,low,49,moderate,15.0,62.0,77.0,high_anxiety,female
1fb0693a08,Qwen/Qwen3-4B-Thinking-2507,human,20,woman,homosexual,New York,unemployed,bachelor's degree,in a relationship,0,native-born American,Islam,bachelor's degree,no formal education,"baking, volunteering, cycling, birdwatching, board games","computer science, literature","history, biology",36,moderate,54,moderate,62,moderate,22,low,75,high,24.0,,,high_anxiety,female
0522148d01,Qwen/Qwen3-4B-Thinking-2507,human,60,man,homosexual,Naples,self-employed,vocational diploma,widowed,1,native-born Italian,Christianity,master's degree,upper secondary,"birdwatching, reading novels, football (calcio), yoga","maths, computer science","art, economics",22,low,17,low,58,moderate,12,low,22,low,17.0,63.0,80.0,high_anxiety,male
634c74fd11,Qwen/Qwen3-4B-Thinking-2507,human,30,woman,heterosexual,Los Angeles,self-employed,upper secondary,single,1,native-born American,Judaism,vocational diploma,upper secondary,"hiking, cinema","philosophy, chemistry","history, art",65,moderate,34,moderate,19,low,27,low,10,low,21.0,53.0,74.0,high_anxiety,female
ff42bc6371,qwen/qwen3-4b-thinking-2507,human,30,transgender,heterosexual,Milan,employed full-time,master's degree,divorced,0,native-born italian,Christianity,primary school,bachelor's degree,"football (calcio), yoga, cycling","philosophy, biology","history, economics",32,low,8,low,56,moderate,0,low,66,moderate,27.0,81.0,108.0,high_anxiety,other
3ebb246d8d,Qwen/Qwen3-4B-Thinking-2507,human,20,woman,heterosexual,Rome,unemployed,bachelor's degree,single,0,native-born Italian,Christianity,no formal education,bachelor's degree,"rock climbing, yoga","computer science, biology","art, history",6,low,26,low,64,moderate,5,low,90,high,30.0,80.0,110.0,high_anxiety,female
3232110755,qwen/qwen3-4b-thinking-2507,human,35,man,homosexual,Bari,employed part-time,upper secondary,single,0,immigrant,Christianity,no formal education,no formal education,"reading novels, football (calcio), yoga","literature, history","chemistry, maths",50,moderate,50,moderate,57,moderate,38,moderate,16,low,22.0,50.0,72.0,high_anxiety,male
43c0111bf3,Qwen/Qwen3-4B-Thinking-2507,human,40,woman,heterosexual,New York,employed full-time,vocational diploma,in a relationship,1,native-born American,Christianity,lower secondary,master's degree,"birdwatching, hiking","maths, history","art, computer science",75,high,40,moderate,28,low,0,low,66,moderate,21.0,54.0,75.0,high_anxiety,female
4c170a2f2c,Qwen/Qwen3-4B-Thinking-2507,human,30,man,asexual,Chicago,employed full-time,vocational diploma,in a relationship,0,immigrant,Hinduism,master's degree,lower secondary,"painting, volunteering, cycling, board games","art, literature","philosophy, maths",79,high,51,moderate,73,high,13,low,70,high,26.0,83.0,109.0,high_anxiety,male
9096e46bc5,Qwen/Qwen3-4B-Thinking-2507,human,19,man,heterosexual,Kansas City,unemployed,bachelor's degree,single,0,native-born American,Atheist,lower secondary,lower secondary,"baking, yoga, cinema","literature, history","art, chemistry",43,moderate,59,moderate,69,high,28,low,82,high,22.0,83.0,105.0,high_anxiety,male
27b3e1faf8,Qwen/Qwen3-4B-Thinking-2507,human,18,transgender,bisexual,New York,full-time student,upper secondary,single,0,native-born American,Agnostic,no formal education,upper secondary,"birdwatching, gardening, yoga, volunteering, football (calcio)","philosophy, economics","literature, history",56,moderate,26,low,12,low,60,moderate,13,low,17.0,55.0,72.0,high_anxiety,other
de444a877d,Qwen/Qwen3-4B-Thinking-2507,human,21,woman,heterosexual,Chicago,full-time student,upper secondary,single,0,native-born American,Judaism,bachelor's degree,master's degree,"rock climbing, painting, travel","biology, history","art, physics",92,high,9,low,48,moderate,38,moderate,88,high,27.0,51.0,78.0,high_anxiety,female
34e5f4a925,Qwen/Qwen3-4B-Thinking-2507,human,30,man,bisexual,Philadelphia,employed part-time,vocational diploma,in a relationship,1,native-born American,Hinduism,no formal education,upper secondary,"baking, painting","art, maths","history, economics",2,low,16,low,80,high,8,low,74,high,28.0,75.0,103.0,high_anxiety,male
f80b2b68d6,qwen/qwen3-4b-thinking-2507,human,60,transgender,heterosexual,Milan,employed full-time,lower secondary,widowed,2,native-born italian,Hinduism,master's degree,PhD,"photography, cinema","physics, art","computer science, chemistry",56,moderate,4,low,10,low,73,high,2,low,21.0,52.0,73.0,high_anxiety,other
4ab3a7de8c,qwen/qwen3-4b-thinking-2507,human,22,transgender,heterosexual,Chicago,unemployed,upper secondary,in a relationship,0,native-born american,Islam,no formal education,bachelor's degree,"reading novels, cinema, volunteering, football (calcio)","biology, chemistry","computer science, economics",13,low,33,moderate,48,moderate,57,moderate,57,moderate,23.0,82.0,105.0,high_anxiety,other
77768d861e,Qwen/Qwen3-4B-Thinking-2507,human,20,woman,homosexual,Naples,full-time student,upper secondary,single,1,native-born Italian,Atheist,master's degree,vocational diploma,"reading novels, hiking, rock climbing, yoga","computer science, history","art, physics",0,low,48,moderate,97,high,20,low,31,low,15.0,,,high_anxiety,female
a5f3c07acc,qwen/qwen3-4b-thinking-2507,human,30,transgender,asexual,Bari,self-employed,vocational diploma,divorced,0,native-born italian,Hinduism,master's degree,bachelor's degree,"cinema, board games, photography, knitting","biology, literature","history, economics",7,low,69,high,12,low,81,high,90,high,21.0,81.0,102.0,high_anxiety,other
19d6729521,Qwen/Qwen3-4B-Thinking-2507,human,25,man,heterosexual,Los Angeles,employed full-time,master's degree,single,0,native-born American,Atheist,vocational diploma,lower secondary,"gardening, baking","art, computer science","maths, physics",91,high,13,low,73,high,34,moderate,92,high,24.0,47.0,71.0,high_anxiety,male
fa286c6acc,Qwen/Qwen3-4B-Thinking-2507,human,40,woman,heterosexual,Naples,self-employed,lower secondary,single,0,native-born Italian,Islam,lower secondary,lower secondary,"running, painting, cinema, football (calcio)","biology, economics","physics, maths",37,moderate,91,high,42,moderate,1,low,85,high,22.0,69.0,91.0,high_anxiety,female
0e2e3cb7a8,Qwen/Qwen3-4B-Thinking-2507,human,19,man,homosexual,Milan,unemployed,upper secondary,single,0,native-born Italian,Islam,vocational diploma,bachelor's degree,"baking, hiking, football (calcio), running","history, physics","chemistry, literature",23,low,42,moderate,86,high,75,high,99,high,22.0,,,high_anxiety,male
614f695736,Qwen/Qwen3-4B-Thinking-2507,human,30,man,heterosexual,Rome,employed full-time,vocational diploma,married,1,native-born Italian,Agnostic,no formal education,PhD,"painting, gardening, yoga, football (calcio), cooking","physics, economics","maths, history",61,moderate,5,low,42,moderate,64,moderate,70,high,28.0,50.0,78.0,high_anxiety,male
b1f9d4aa83,Qwen/Qwen3-4B-Thinking-2507,human,22,man,heterosexual,Rome,employed full-time,upper secondary,single,0,native-born Italian,Christianity,lower secondary,no formal education,"cycling, rock climbing, birdwatching, knitting","biology, art","philosophy, literature",71,high,27,low,98,high,24,low,99,high,14.0,76.0,90.0,high_anxiety,male
32dbbbb479,Qwen/Qwen3-4B-Thinking-2507,human,29,man,bisexual,New York,employed full-time,upper secondary,single,0,native-born American,Atheist,vocational diploma,master's degree,"yoga, football (calcio), birdwatching, hiking","economics, history","maths, biology",20,low,49,moderate,17,low,4,low,25,low,13.0,,,high_anxiety,male
9191cd1b3b,qwen/qwen3-4b-thinking-2507,human,60,agender,asexual,Bologna,self-employed,no formal education,in a relationship,0,native-born italian,Islam,vocational diploma,no formal education,"knitting, running, travel, football (calcio), painting","physics, economics","literature, biology",63,moderate,6,low,89,high,16,low,12,low,21.0,56.0,77.0,high_anxiety,other
5dbbd64447,Qwen/Qwen3-4B-Thinking-2507,human,30,man,homosexual,Lecce,self-employed,vocational diploma,divorced,1,native-born Italian,Hinduism,vocational diploma,upper secondary,"classical music, cooking","chemistry, computer science","economics, biology",40,moderate,90,high,3,low,98,high,14,low,11.0,,,high_anxiety,male
a04d696a3d,Qwen/Qwen3-4B-Thinking-2507,human,24,man,heterosexual,Washington DC,employed full-time,vocational diploma,in a relationship,0,native-born American,Christianity,vocational diploma,upper secondary,"running, cycling, volunteering, baking, travel","chemistry, maths","computer science, philosophy",18,low,55,moderate,94,high,64,moderate,96,high,22.0,50.0,72.0,high_anxiety,male
53624a25fa,Qwen/Qwen3-4B-Thinking-2507,human,50,agender,heterosexual,Rome,employed full-time,lower secondary,single,2,immigrant,Christianity,primary school,primary school,"football (calcio), board games, travel, cooking","physics, literature","philosophy, chemistry",17,low,64,moderate,46,moderate,74,high,30,low,26.0,46.0,72.0,high_anxiety,other
16a8d48555,Qwen/Qwen3-4B-Thinking-2507,human,25,man,heterosexual,Lecce,employed part-time,bachelor's degree,single,0,native-born Italian,Hinduism,upper secondary,bachelor's degree,"travel, cycling, baking","economics, computer science","biology, chemistry",56,moderate,17,low,80,high,5,low,47,moderate,22.0,,,high_anxiety,male
906e91d14c,qwen/qwen3-4b-thinking-2507,human,27,transgender,heterosexual,Kansas City,self-employed,primary school,divorced,0,native-born american,Islam,vocational diploma,no formal education,"cooking, cinema, painting","chemistry, philosophy","physics, history",97,high,51,moderate,83,high,41,moderate,87,high,30.0,58.0,88.0,high_anxiety,other
f74fa42edd,Qwen/Qwen3-4B-Thinking-2507,human,20,woman,heterosexual,Kansas City,full-time student,bachelor's degree,in a relationship,0,native-born American,Islam,vocational diploma,upper secondary,"running, board games, gardening","chemistry, biology","philosophy, literature",21,low,50,moderate,8,low,82,high,36,moderate,22.0,69.0,91.0,high_anxiety,female
0c5e4e7dd0,Qwen/Qwen3-4B-Thinking-2507,human,23,woman,heterosexual,New York,employed part-time,bachelor's degree,married,1,native-born American,Buddhism,no formal education,lower secondary,"cooking, rock climbing, running, board games, yoga","economics, chemistry","biology, art",57,moderate,32,low,85,high,29,low,79,high,26.0,,,high_anxiety,female
8fbaee6ff2,Qwen/Qwen3-4B-Thinking-2507,human,19,woman,heterosexual,Lecce,full-time student,upper secondary,in a relationship,0,native-born Italian,Islam,PhD,vocational diploma,"baking, board games, running, travel","art, physics","philosophy, history",51,moderate,7,low,19,low,46,moderate,87,high,24.0,,,high_anxiety,female
820da2c2a8,Qwen/Qwen3-4B-Thinking-2507,human,20,woman,heterosexual,Washington DC,full-time student,upper secondary,single,0,native-born American,Agnostic,no formal education,PhD,"football (calcio), volunteering, reading novels, board games, cycling","history, biology","literature, economics",74,high,0,low,69,high,94,high,51,moderate,17.0,,,high_anxiety,female
2cfe1c8029,qwen/qwen3-4b-thinking-2507,human,35,transgender,asexual,Chicago,self-employed,lower secondary,widowed,0,native-born american,Hinduism,bachelor's degree,PhD,"painting, cycling, classical music","physics, philosophy","chemistry, maths",64,moderate,43,moderate,83,high,39,moderate,57,moderate,24.0,46.0,70.0,high_anxiety,other
6cf0bf9f36,Qwen/Qwen3-4B-Thinking-2507,human,50,woman,homosexual,Bari,employed full-time,bachelor's degree,in a relationship,2,immigrant,Hinduism,lower secondary,bachelor's degree,"classical music, running, birdwatching","physics, economics","biology, maths",17,low,96,high,62,moderate,33,moderate,58,moderate,25.0,51.0,76.0,high_anxiety,female
54d0a80e24,Qwen/Qwen3-4B-Thinking-2507,human,40,woman,heterosexual,Philadelphia,employed part-time,upper secondary,married,2,native-born American,Judaism,no formal education,no formal education,"knitting, reading novels","physics, computer science","literature, maths",61,moderate,8,low,96,high,0,low,7,low,18.0,,,high_anxiety,female
a1bfafcb82,Qwen/Qwen3-4B-Thinking-2507,human,23,genderqueer,bisexual,Bari,employed full-time,upper secondary,single,0,immigrant,Judaism,primary school,lower secondary,"knitting, rock climbing","biology, literature","history, economics",20,low,74,high,48,moderate,91,high,46,moderate,23.0,50.0,73.0,high_anxiety,other
4ef2b21d4b,Qwen/Qwen3-4B-Thinking-2507,human,25,man,asexual,Los Angeles,employed full-time,bachelor's degree,married,1,native-born American,Judaism,upper secondary,master's degree,"knitting, travel, cycling, birdwatching, painting","economics, computer science","biology, art",49,moderate,21,low,86,high,48,moderate,58,moderate,22.0,,,high_anxiety,male
339a74f814,Qwen/Qwen3-4B-Thinking-2507,human,22,genderqueer,asexual,Los Angeles,employed full-time,vocational diploma,in a relationship,2,immigrant,Christianity,master's degree,lower secondary,"gardening, cooking","computer science, philosophy","literature, biology",51,moderate,24,low,23,low,25,low,55,moderate,23.0,65.0,88.0,high_anxiety,other
7bc8106a9c,Qwen/Qwen3-4B-Thinking-2507,human,25,agender,heterosexual,New York,employed part-time,upper secondary,in a relationship,0,immigrant,Christianity,lower secondary,lower secondary,"hiking, volunteering, baking, yoga, running","philosophy, literature","history, physics",15,low,24,low,9,low,33,moderate,76,high,26.0,76.0,102.0,high_anxiety,other
ded4b5083a,Qwen/Qwen3-4B-Thinking-2507,human,20,man,heterosexual,Naples,full-time student,upper secondary,single,0,native-born Italian,Atheist,lower secondary,no formal education,"cycling, baking, painting, football (calcio)","philosophy, history","literature, computer science",33,moderate,93,high,68,high,12,low,44,moderate,17.0,72.0,89.0,high_anxiety,male
1e16d74cec,Qwen/Qwen3-4B-Thinking-2507,human,50,man,homosexual,Rome,employed full-time,upper secondary,married,2,native-born Italian,Atheist,lower secondary,lower secondary,"rock climbing, football (calcio)","history, computer science","art, physics",57,moderate,11,low,16,low,56,moderate,61,moderate,22.0,,,high_anxiety,male
bfaee237ad,Qwen/Qwen3-4B-Thinking-2507,human,50,woman,heterosexual,Philadelphia,employed full-time,primary school,single,1,native-born American,Hinduism,no formal education,lower secondary,"videogames, cycling, painting, photography","art, maths","computer science, chemistry",30,low,46,moderate,28,low,16,low,87,high,22.0,85.0,107.0,high_anxiety,female
31cebb9e91,qwen/qwen3-4b-thinking-2507,human,25,transgender,heterosexual,Milan,unemployed,bachelor's degree,married,1,native-born italian,Islam,PhD,no formal education,"volunteering, yoga","economics, maths","art, biology",8,low,20,low,57,moderate,76,high,39,moderate,21.0,52.0,73.0,high_anxiety,other
2b01af7fe6,Qwen/Qwen3-4B-Thinking-2507,human,29,man,asexual,Chicago,employed full-time,upper secondary,single,0,immigrant,Hinduism,primary school,master's degree,"reading novels, volunteering, videogames, cycling","philosophy, computer science","physics, history",1,low,5,low,9,low,97,high,98,high,14.0,,,high_anxiety,male
c75c1527cb,qwen/qwen3-4b-thinking-2507,human,27,transgender,heterosexual,Milan,employed full-time,bachelor's degree,married,0,immigrant,Buddhism,lower secondary,upper secondary,"hiking, volunteering, photography, cooking","physics, biology","art, history",89,high,82,high,0,low,87,high,94,high,21.0,49.0,70.0,high_anxiety,other
